"","win_status","h_avg_points","a_avg_points","h_avg_fg","a_avg_fg","h_avg_fga","a_avg_fga","h_avg_3p","a_avg_3p","h_avg_3pa","a_avg_3pa","h_avg_ft","a_avg_ft","h_avg_orb","a_avg_orb","h_avg_drb","a_avg_drb","h_avg_ast","a_avg_ast","h_avg_stl","a_avg_stl","h_avg_blk","a_avg_blk","h_avg_tov","a_avg_tov","h_avg_pf","a_avg_pf","h_avg_tsp","a_avg_tsp","h_avg_ortg","a_avg_ortg","h_avg_drtg","a_avg_drtg","h_win_perc","a_win_perc","h_back","a_back","gameid_cr","home_elo","away_elo"
"576","Away",100,98.8666666666667,35.8,36,80.4666666666667,85.2,9.4,11.6,28.7333333333333,32.8,19,15.2666666666667,7.33333333333333,9,32.4666666666667,32.8666666666667,20.5333333333333,20.2666666666667,7.26666666666667,6.8,5.8,3.33333333333333,12.9333333333333,14.6,21.8666666666667,21,0.552133333333333,0.529733333333333,105.673333333333,102.62,107.726666666667,109.506666666667,0.4,0.2,0,0,"MEMDAL1122",1481.07731047852,1400.21891225043
"577","Away",109.866666666667,109.866666666667,41,41.6666666666667,90.8,84.3333333333333,8.73333333333333,9.93333333333333,26.3333333333333,29.2666666666667,19.1333333333333,16.6,11.3333333333333,7.93333333333333,36.2666666666667,34.5333333333333,20.6666666666667,26.7333333333333,6.8,8.33333333333333,5.06666666666667,3.86666666666667,14.8666666666667,15.9333333333333,23.5333333333333,20.5333333333333,0.540266666666667,0.585866666666667,106.54,109.84,110.033333333333,109.64,0.466666666666667,0.6,0,0,"PHONOP1124",1355.87631615916,1509.01530725876
"578","Away",95,104.933333333333,37,37.4666666666667,85.0666666666667,82.6,7.73333333333333,10.6666666666667,21,29.3333333333333,13.2666666666667,19.3333333333333,8.6,11,29.5333333333333,31.6,20.2666666666667,19.4666666666667,8.66666666666667,7.93333333333333,3.93333333333333,4,13.6,14.7333333333333,20.0666666666667,21.8666666666667,0.511666666666667,0.557866666666667,99.78,109.56,113.14,111.28,0.266666666666667,0.333333333333333,0,0,"SACLAC1125",1362.20363779849,1510.52393383985
"579","Away",94.3333333333333,98.2666666666667,35.6,35.8666666666667,87,81.6,10.4,11.9333333333333,30.5333333333333,32.3333333333333,12.7333333333333,14.6,9.6,8.06666666666667,34.6,34.7333333333333,20.9333333333333,20.3333333333333,6.46666666666667,7.26666666666667,3.06666666666667,4.66666666666667,13.6,15.6,18.4666666666667,21.2666666666667,0.499933333333333,0.548666666666667,98.2866666666667,103.646666666667,111.826666666667,105.353333333333,0.2,0.533333333333333,0,0,"CHIMIA1126",1405.68032425094,1530.57494993425
"580","Home",106.933333333333,108.133333333333,39.2666666666667,40.6666666666667,84.7333333333333,91.9333333333333,7.93333333333333,8.2,22.8,25.6666666666667,20.4666666666667,18.6,10.6666666666667,11.9333333333333,31.7333333333333,35.8666666666667,22.2666666666667,20.1333333333333,8.8,7,4,5.13333333333333,13.3333333333333,14.6,18,23.0666666666667,0.557066666666667,0.526133333333333,110.306666666667,104.986666666667,110.853333333333,110.213333333333,0.533333333333333,0.4,0,0,"MINPHO1126",1491.78434946694,1340.72447770558
"581","Away",111.466666666667,111.733333333333,42,40.0666666666667,88.1333333333333,83.9333333333333,11.4666666666667,12.2666666666667,30.4,33.1333333333333,16,19.3333333333333,10.6,8.66666666666667,38.9333333333333,32.8666666666667,27.4666666666667,22.6666666666667,9.13333333333333,6.8,5.13333333333333,4,16.9333333333333,14.6,23.3333333333333,20.9333333333333,0.570733333333333,0.592866666666667,109.38,114.066666666667,103.56,113.253333333333,0.733333333333333,0.6,0,0,"PHICLE1127",1493.08765905223,1597.18200314977
"582","Home",100.4,98.7333333333333,37.6666666666667,36.4666666666667,84.4,84.2666666666667,9.53333333333333,11.7333333333333,26.6666666666667,33,15.5333333333333,14.0666666666667,10.7333333333333,8.33333333333333,33.6,33.5333333333333,23.7333333333333,20.8,8,7,5.86666666666667,3.8,14.1333333333333,14.5333333333333,17.2,20.5333333333333,0.5408,0.538466666666667,106.286666666667,103.226666666667,105.133333333333,105.806666666667,0.533333333333333,0.333333333333333,0,0,"SASDAL1127",1596.97996613711,1423.78521442546
"583","Away",116.533333333333,93.6666666666667,44.0666666666667,36.6666666666667,87,84,11.8,7.86666666666667,30.6,20.9333333333333,16.6,12.4666666666667,8.73333333333333,8.26666666666667,37.2666666666667,29.8666666666667,30.2666666666667,20.2666666666667,9.2,8.4,9.2,4.33333333333333,15.7333333333333,14.2,21.0666666666667,19.5333333333333,0.606866666666667,0.5138,114.646666666667,99.0266666666667,102.2,112.4,0.8,0.266666666666667,0,0,"GSWSAC1127",1760.08932068087,1358.19445501586
"584","Away",95.4,108.866666666667,35.7333333333333,40.7333333333333,87.4666666666667,91.2,10.8,8.66666666666667,30.8666666666667,26.1333333333333,13.1333333333333,18.7333333333333,9.53333333333333,11.6,34.6,35,21.4,20.6,6.93333333333333,6.86666666666667,2.86666666666667,4.86666666666667,13.2,14.5333333333333,18.6666666666667,22.7333333333333,0.502333333333333,0.533666666666667,99.24,106.44,112.553333333333,113.073333333333,0.2,0.333333333333333,0,0,"CHIPHO1128",1398.02184961129,1337.22645842137
"585","Away",107.733333333333,106.6,39.7333333333333,39,85.2,83.6666666666667,7.93333333333333,10.3333333333333,22.6,26.8,20.3333333333333,18.2666666666667,11.3333333333333,9.46666666666667,32.4666666666667,33.4666666666667,22.0666666666667,21.9333333333333,9,7.4,4.06666666666667,3.66666666666667,13.0666666666667,14.8,18,21.1333333333333,0.559266666666667,0.568466666666667,111.693333333333,110.76,109.866666666667,105.733333333333,0.6,0.533333333333333,0,0,"MINWAS1128",1495.28236875115,1553.51382301861
"586","Home",102.066666666667,110.666666666667,36.6,40.9333333333333,83.6666666666667,86.4,11.9333333333333,11.2,31.1333333333333,29.6666666666667,16.9333333333333,17.6,9.06666666666667,12.0666666666667,30.4666666666667,32.7333333333333,20.5333333333333,23.8,9.86666666666667,9,5.46666666666667,5.2,14.2666666666667,15.4666666666667,20.5333333333333,16.8666666666667,0.551666666666667,0.568666666666667,106.813333333333,112.306666666667,105.706666666667,109.393333333333,0.4,0.666666666666667,0,0,"UTADEN1128",1523.66525512675,1541.28973983053
"587","Home",104.533333333333,108.666666666667,39.0666666666667,40.8,85.4,91.2,11.7333333333333,8.8,29.4,26.4,14.6666666666667,18.2666666666667,11.0666666666667,11.6666666666667,31.8666666666667,35.6666666666667,22.9333333333333,20.8666666666667,7.53333333333333,6.33333333333333,3.66666666666667,4.66666666666667,14.1333333333333,14.4,18.2,22,0.5558,0.533733333333333,109.84,106.693333333333,106.46,112.533333333333,0.733333333333333,0.4,0,1,"DETPHO1129",1518.34350324418,1348.79466641519
"588","Home",108.533333333333,105.333333333333,40.6666666666667,38.3333333333333,82.5333333333333,86.4,11.0666666666667,9.46666666666667,30.5333333333333,25.6,16.1333333333333,19.2,7.86666666666667,10.4,32.9333333333333,36.5333333333333,22.7333333333333,20.7333333333333,8.33333333333333,6,5.73333333333333,4.66666666666667,13.8666666666667,12.3333333333333,22.2,19,0.593133333333333,0.534866666666667,113.16,107.026666666667,106.64,108.253333333333,0.666666666666667,0.4,0,0,"TORCHO1129",1608.74139266577,1467.97490152158
"589","Away",99.0666666666667,106.533333333333,36.8,38.4,85,87.6666666666667,11.9333333333333,11.5333333333333,33.4,33.8666666666667,13.5333333333333,18.2,8.33333333333333,9.46666666666667,33.8666666666667,35.1333333333333,21.1333333333333,22.0666666666667,7.06666666666667,6.86666666666667,3.53333333333333,3.86666666666667,14.5333333333333,14.6,20.4666666666667,20.8666666666667,0.5378,0.541266666666667,103.146666666667,105.1,106.86,110.06,0.266666666666667,0.266666666666667,0,0,"DALBRK1129",1421.41247444711,1406.71000501657
"590","Home",102.266666666667,98.0666666666667,38.5333333333333,36.2666666666667,83.9333333333333,81.6,9.93333333333333,9.13333333333333,26.6666666666667,28.8,15.2666666666667,16.4,9.86666666666667,7.66666666666667,34.0666666666667,31.8666666666667,24.2666666666667,21.7333333333333,7.93333333333333,7.6,5.66666666666667,6.06666666666667,13.6666666666667,13.3333333333333,17.2666666666667,22,0.554066666666667,0.5434,108.313333333333,103.866666666667,104.86,108.22,0.6,0.266666666666667,0,0,"SASMEM1129",1599.35270611546,1450.50097825295
"591","Away",100.666666666667,101.6,37.1333333333333,38.8,83.2666666666667,80.8,8.13333333333333,9.46666666666667,22.0666666666667,24.9333333333333,18.2666666666667,14.5333333333333,9.33333333333333,6.93333333333333,36,31.8666666666667,18,23.4,6.6,7.93333333333333,5.53333333333333,5.73333333333333,14.4666666666667,13.2,18.7333333333333,22.7333333333333,0.541866666666667,0.566733333333333,104.666666666667,107.686666666667,102.52,109.913333333333,0.666666666666667,0.466666666666667,0,0,"PORMIL1130",1561.85557512479,1495.37287238262
"592","Home",111,105.466666666667,41.1333333333333,39.4,88.2666666666667,84.8,10.4666666666667,11.8,29.2666666666667,29,18.2666666666667,14.8666666666667,12.4,10.2666666666667,39,32,26.3333333333333,23.2666666666667,8.33333333333333,7.93333333333333,5.33333333333333,4.06666666666667,16.9333333333333,14.5333333333333,23.5333333333333,18.2,0.5588,0.5634,108.593333333333,110.286666666667,105.666666666667,107.373333333333,0.666666666666667,0.733333333333333,0,1,"PHIDET1202",1478.68111599567,1514.82442940279
"593","Away",99.1333333333333,107.933333333333,36.8,41.1333333333333,82.7333333333333,84.7333333333333,7.8,10.2,21.8666666666667,29,17.7333333333333,15.4666666666667,9.2,8.33333333333333,35.9333333333333,33.2,17.3333333333333,27.4,6.4,7.66666666666667,5.26666666666667,4.06666666666667,14.8,15.7333333333333,17.9333333333333,19.8,0.5386,0.5772,103.58,108.946666666667,102.72,111.646666666667,0.6,0.466666666666667,0,1,"PORNOP1202",1542.44988852423,1494.32240376626
"594","Away",110.533333333333,106.933333333333,40.5333333333333,40.8666666666667,88.6666666666667,91.6,10.4666666666667,8.46666666666667,29.5333333333333,26.4,19,16.7333333333333,13.0666666666667,11.8666666666667,38.2666666666667,33.6666666666667,26.3333333333333,21.1333333333333,8.13333333333333,6.93333333333333,5.33333333333333,4.33333333333333,16.8,14.5333333333333,23.0666666666667,21.2,0.552466666666667,0.526733333333333,108.473333333333,105.6,105.726666666667,114.16,0.666666666666667,0.266666666666667,0,0,"PHIPHO1204",1484.15956350861,1342.34028095833
"595","Home",99.8,108.266666666667,37.1333333333333,39.7333333333333,84.6666666666667,84.9333333333333,11.6666666666667,11.0666666666667,32.6,30.6666666666667,13.8666666666667,17.7333333333333,8.4,12.3333333333333,34.6,32.2666666666667,21.6666666666667,23.3333333333333,6.53333333333333,8.53333333333333,3.86666666666667,5.06666666666667,14.2,16.2,20.8666666666667,16.5333333333333,0.540733333333333,0.564066666666667,103.973333333333,110.9,105.606666666667,109.846666666667,0.333333333333333,0.666666666666667,0,0,"DALDEN1204",1429.8737225787,1532.12213150407
"596","Away",104.933333333333,117,37.3333333333333,44.2,84.8,86.6666666666667,8.6,12.2666666666667,24.1333333333333,30.7333333333333,21.6666666666667,16.3333333333333,10.0666666666667,7.66666666666667,35.2,36.9333333333333,20.7333333333333,31.3333333333333,6.73333333333333,9.66666666666667,4.33333333333333,8,12.8666666666667,15.0666666666667,19.3333333333333,20.0666666666667,0.537866666666667,0.611733333333333,106.926666666667,115.433333333333,109.226666666667,102.166666666667,0.333333333333333,0.8,0,0,"CHOGSW1206",1465.90940879601,1765.76935168615
"597","Home",102.2,105.133333333333,38,37.9333333333333,80.9333333333333,83.5333333333333,10.3333333333333,11.4666666666667,26.9333333333333,30.4666666666667,15.8666666666667,17.8,9,8.6,33.6666666666667,34.4,24.4,22.6666666666667,7.53333333333333,7.06666666666667,5.86666666666667,5.06666666666667,13.6,13.1333333333333,18.0666666666667,18.8,0.571066666666667,0.565,110.48,110.413333333333,103.28,104.606666666667,0.733333333333333,0.866666666666667,0,0,"SASBOS1208",1615.51465884187,1629.85180110034
"598","Away",103.8,105.533333333333,37.1333333333333,39.8,85.3333333333333,89.4,8.53333333333333,9.06666666666667,24.2666666666667,27.9333333333333,21,16.8666666666667,10.3333333333333,11.7333333333333,34.4666666666667,36.2,20.8666666666667,22.2666666666667,6.86666666666667,8.13333333333333,4.06666666666667,5.93333333333333,12.9333333333333,16.5333333333333,18.7333333333333,22.6,0.531533333333333,0.527666666666667,106.006666666667,102.82,109.6,106.153333333333,0.266666666666667,0.4,0,0,"CHOLAL1209",1444.44906593102,1394.6599236804
"599","Away",103.533333333333,104.6,38.5333333333333,37.8666666666667,85.0666666666667,83.6666666666667,11.6,11.2666666666667,29.6666666666667,30.6,14.8666666666667,17.6,10.4,8.86666666666667,32.6666666666667,33.9333333333333,22.4666666666667,21.7333333333333,6.73333333333333,7.53333333333333,3.6,4.86666666666667,14.3333333333333,13.2,20,18.8666666666667,0.5494,0.562133333333333,108.126666666667,110.34,108.78,104.96,0.466666666666667,0.8,0,0,"DETBOS1210",1499.83988402741,1625.88422349391
"600","Home",115.6,100.733333333333,44,37.8666666666667,85.8,84.8,11.5333333333333,8.93333333333333,29.6666666666667,24.2,16.0666666666667,16.0666666666667,7.2,9.2,37.4,35.6,31.1333333333333,17.4666666666667,8.86666666666667,6,8.86666666666667,4.93333333333333,15.2,14.2,19.7333333333333,18.5333333333333,0.6106,0.5404,114.72,104.92,102.586666666667,105.466666666667,0.8,0.466666666666667,0,0,"GSWPOR1211",1774.16938085618,1505.32151467494
"601","Home",118.333333333333,99.4,40.4666666666667,36.8666666666667,84.4666666666667,81.3333333333333,16.6666666666667,8.93333333333333,42.4,26.2666666666667,20.7333333333333,16.7333333333333,9.33333333333333,9.93333333333333,35.0666666666667,34.1333333333333,23.7333333333333,22.0666666666667,10,6.8,4.86666666666667,5.8,14.4666666666667,13.2,20.0666666666667,17.8,0.615933333333333,0.550066666666667,119.293333333333,108.346666666667,104.9,104.266666666667,0.933333333333333,0.733333333333333,0,0,"HOUSAS1215",1687.51893941335,1611.93819554462
"602","Home",102.533333333333,101.733333333333,39.0666666666667,37,84.6,85.4666666666667,7.66666666666667,9.46666666666667,21,27.6666666666667,16.7333333333333,18.2666666666667,10.6666666666667,12.4666666666667,33.2666666666667,32.0666666666667,22.3333333333333,20.7333333333333,6.86666666666667,9.33333333333333,4.26666666666667,4.06666666666667,15.1333333333333,14.4,20.4,20.2,0.5512,0.529466666666667,107.426666666667,106.92,107.6,106.1,0.466666666666667,0.533333333333333,0,0,"NYKOKC1216",1467.49472553687,1527.33027063089
"603","Away",104.666666666667,106.2,37.9333333333333,40.6666666666667,84.6,86.4,12.2666666666667,10.6666666666667,35.2666666666667,27.0666666666667,16.5333333333333,14.2,9.6,9.53333333333333,35.8,33.4666666666667,23.5333333333333,22.6,5.13333333333333,8.26666666666667,4.13333333333333,5.2,15.3333333333333,12.9333333333333,20.7333333333333,17.1333333333333,0.554866666666667,0.563866666666667,106.74,110.533333333333,109.96,109.646666666667,0.4,0.6,0,0,"BRKIND1217",1416.27208188308,1531.45277918785
"604","Home",98.8666666666667,113.8,37.4,43.4,84.8,84.8,8.8,12.4666666666667,25.2,29.8666666666667,15.2666666666667,14.5333333333333,9.6,8.06666666666667,33.8,33,21.4,28.8,7.53333333333333,6.86666666666667,4.2,4.4,12.0666666666667,15.5333333333333,21.2,19.2666666666667,0.526733333333333,0.6092,104.58,114.713333333333,105.353333333333,115.973333333333,0.466666666666667,0.533333333333333,0,0,"WASNOP1219",1552.36910681579,1496.78620802473
