"","year","month","date","home","away","h_points","a_points","winner","winning_margin","win_status","h_fg","a_fg","h_fga","a_fga","h_3p","a_3p","h_3pa","a_3pa","h_ft","a_ft","h_fta","a_fta","h_orb","a_orb","h_drb","a_drb","h_trb","a_trb","h_ast","a_ast","h_stl","a_stl","h_blk","a_blk","h_tov","a_tov","h_pf","a_pf","h_tsp","a_tsp","h_efgp","a_efgp","h_ortg","a_ortg","h_drtg","a_drtg"
"45",2018,10,26," CHO"," CHI",135,106," CHO",29,"Home",53,37,93,85,14,16,32,36,15,16,16,22,11,8,39,26,50,34,30,21,10,5,10,7,10,13,18,16,0.675,0.56,0.645,0.529,138.7,108.9,108.9,138.7
"46",2018,10,26," NYK"," GSW",100,128," GSW",28,"Away",39,51,90,87,13,16,39,33,9,10,12,12,11,6,29,33,40,39,17,26,6,10,1,6,19,14,18,16,0.525,0.694,0.506,0.678,100.3,128.4,128.4,100.3
"47",2018,10,26," TOR"," DAL",116,107," TOR",9,"Home",44,38,91,92,11,12,27,30,17,19,20,24,12,10,38,34,50,44,23,22,10,6,5,6,12,14,22,17,0.581,0.522,0.544,0.478,115.2,106.2,106.2,115.2
"48",2018,10,26," MIN"," MIL",95,125," MIL",30,"Away",36,49,112,92,10,19,43,46,13,8,18,11,17,7,32,55,49,62,19,32,10,4,6,8,7,17,15,23,0.396,0.645,0.366,0.636,89.6,117.8,117.8,89.6
"49",2018,10,26," NOP"," BRK",117,115," NOP",2,"Home",44,43,98,98,9,19,23,40,20,10,26,15,15,16,31,38,46,54,23,26,11,6,11,8,11,18,20,22,0.535,0.55,0.495,0.536,114.1,112.2,112.2,114.1
"50",2018,10,26," SAC"," WAS",116,112," SAC",4,"Home",44,40,95,86,14,14,37,42,14,18,23,23,14,5,39,37,53,42,25,22,8,8,4,7,18,21,18,27,0.552,0.583,0.537,0.547,106.5,102.8,102.8,106.5
"51",2018,10,27," DET"," BOS",89,109," BOS",20,"Away",33,39,89,86,7,14,37,34,16,17,20,25,6,8,41,46,47,54,16,25,4,4,3,8,11,13,24,26,0.455,0.562,0.41,0.535,88.2,108,108,88.2
"52",2018,10,27," NOP"," UTA",111,132," UTA",21,"Away",40,46,95,88,9,10,34,32,22,30,29,37,11,6,29,37,40,43,22,32,4,7,5,7,16,13,32,26,0.515,0.633,0.468,0.58,102.2,121.5,121.5,102.2
"53",2018,10,27," ATL"," CHI",85,97," CHI",12,"Away",27,36,84,83,12,12,40,33,19,13,23,16,11,8,37,44,48,52,20,25,9,14,8,6,22,20,13,21,0.452,0.539,0.393,0.506,83.6,95.3,95.3,83.6
"54",2018,10,27," CLE"," IND",107,119," IND",12,"Away",40,48,86,74,7,5,25,13,20,18,22,26,16,4,23,20,39,24,21,28,9,13,2,3,15,15,20,15,0.559,0.696,0.506,0.682,116.8,129.9,129.9,116.8
"55",2018,10,27," PHI"," CHO",105,103," PHI",2,"Home",35,37,91,95,10,9,28,35,25,20,30,24,14,9,42,39,56,48,18,19,4,3,8,8,11,9,23,25,0.504,0.488,0.44,0.437,104.6,102.6,102.6,104.6
"56",2018,10,27," MIA"," POR",120,111," MIA",9,"Home",44,37,96,88,15,12,39,33,17,25,26,28,16,8,40,34,56,42,21,14,7,7,8,8,12,9,21,25,0.558,0.553,0.536,0.489,120.2,111.2,111.2,120.2
"57",2018,10,27," MIL"," ORL",113,91," MIL",22,"Home",41,33,82,101,10,10,30,43,21,15,23,17,6,11,51,30,57,41,24,21,6,9,7,6,21,11,19,22,0.613,0.419,0.561,0.376,107.2,86.3,86.3,107.2
"58",2018,10,27," SAS"," LAL",110,106," SAS",4,"Home",44,41,91,86,3,13,16,33,19,11,24,18,12,7,37,35,49,42,20,19,7,5,5,5,13,17,17,25,0.542,0.564,0.5,0.552,108.2,104.3,104.3,108.2
"59",2018,10,28," BRK"," GSW",114,120," GSW",6,"Away",42,44,87,89,20,11,42,33,10,21,15,24,5,12,32,35,37,47,28,28,5,11,3,7,15,12,20,16,0.609,0.603,0.598,0.556,114.3,120.3,120.3,114.3
"60",2018,10,28," OKC"," PHO",117,110," OKC",7,"Home",43,38,85,86,7,8,24,27,24,26,35,27,9,10,34,34,43,44,22,21,16,10,3,3,15,22,24,32,0.583,0.562,0.547,0.488,110.5,103.9,103.9,110.5
"61",2018,10,28," LAC"," WAS",136,104," LAC",32,"Home",56,38,103,97,16,5,29,27,8,23,13,28,14,14,43,31,57,45,35,18,7,7,9,3,14,14,25,16,0.625,0.476,0.621,0.418,127.6,97.5,97.5,127.6
"62",2018,10,29," IND"," POR",93,103," POR",10,"Away",37,38,90,78,6,10,19,26,13,17,20,18,7,9,28,41,35,50,19,19,8,3,5,3,8,18,20,23,0.471,0.599,0.444,0.551,97.6,108.1,108.1,97.6
"63",2018,10,29," MIA"," SAC",113,123," SAC",10,"Away",38,48,92,97,13,12,39,26,24,15,34,25,13,9,39,37,52,46,20,28,10,8,9,8,18,12,21,23,0.528,0.569,0.484,0.557,103.8,113,113,103.8
"64",2018,10,29," CHI"," GSW",124,149," GSW",25,"Away",46,53,94,96,11,24,35,45,21,19,34,26,12,8,32,41,44,49,25,34,6,9,3,7,9,7,19,29,0.569,0.693,0.548,0.677,118.6,142.5,142.5,118.6
"65",2018,10,29," MIL"," TOR",124,109," MIL",15,"Home",45,39,92,103,19,9,45,45,15,22,19,28,8,15,49,36,57,51,28,25,5,9,4,7,17,10,21,19,0.618,0.473,0.592,0.422,115,101.1,101.1,115
"66",2018,10,29," DEN"," NOP",116,111," DEN",5,"Home",42,43,93,82,11,11,35,24,21,14,23,20,9,7,32,37,41,44,28,28,14,8,5,5,13,22,17,25,0.562,0.611,0.511,0.591,111,106.2,106.2,111
"67",2018,10,30," CHO"," MIA",125,113," CHO",12,"Home",44,41,81,87,13,11,28,28,24,20,29,24,8,10,31,24,39,34,27,25,7,9,5,5,14,15,26,26,0.667,0.579,0.623,0.534,127.4,115.1,115.1,127.4
"68",2018,10,30," CLE"," ATL",136,114," CLE",22,"Home",45,44,90,82,13,15,25,35,33,11,43,17,13,6,35,33,48,39,23,25,13,6,1,8,13,22,20,29,0.624,0.637,0.572,0.628,128.6,107.8,107.8,128.6
"69",2018,10,30," ORL"," SAC",99,107," SAC",8,"Away",36,41,91,84,11,8,43,22,16,17,22,26,11,8,37,43,48,51,28,22,10,8,8,6,16,15,22,20,0.492,0.561,0.456,0.536,96.6,104.4,104.4,96.6
"70",2018,10,30," BOS"," DET",108,105," BOS",3,"Home",37,37,84,88,9,8,31,30,25,23,32,27,8,11,38,39,46,50,25,17,8,6,4,3,14,17,20,28,0.551,0.526,0.494,0.466,105,102,102,105
"71",2018,10,30," TOR"," PHI",129,112," TOR",17,"Home",47,38,92,91,11,14,27,40,24,22,28,30,9,17,34,30,43,47,29,25,13,7,6,5,15,23,26,24,0.618,0.537,0.571,0.495,120.5,104.6,104.6,120.5
"72",2018,10,30," HOU"," POR",85,104," POR",19,"Away",31,38,96,80,10,8,43,20,13,20,23,23,20,7,29,44,49,51,18,17,7,4,9,4,11,17,25,19,0.4,0.577,0.375,0.525,88.6,108.4,108.4,88.6
"73",2018,10,30," MEM"," WAS",107,95," MEM",12,"Home",36,32,74,74,13,14,28,35,22,17,31,20,6,5,32,32,38,37,28,24,16,9,3,7,15,20,20,22,0.61,0.574,0.574,0.527,112.1,99.5,99.5,112.1
"74",2018,10,31," MIN"," UTA",128,125," MIN",3,"Home",50,47,86,97,12,13,25,30,16,18,24,30,7,20,34,28,41,48,19,25,10,9,8,5,15,14,28,22,0.663,0.567,0.651,0.552,124.2,121.3,121.3,124.2
"75",2018,10,31," NYK"," IND",101,107," IND",6,"Away",34,45,79,83,12,6,25,20,21,11,24,17,9,10,26,31,35,41,18,24,6,10,6,10,17,15,19,19,0.564,0.591,0.506,0.578,107.3,113.7,113.7,107.3
"76",2018,10,31," GSW"," NOP",131,121," GSW",10,"Home",47,44,89,92,16,12,32,35,21,21,30,27,12,12,34,30,46,42,39,24,10,8,4,2,17,15,24,26,0.641,0.582,0.618,0.543,125,115.5,115.5,125
"77",2018,10,31," LAL"," DAL",114,113," LAL",1,"Home",43,43,84,86,10,13,17,29,18,14,24,19,8,10,31,30,39,40,23,24,12,5,6,5,20,23,27,24,0.603,0.599,0.571,0.576,108.7,107.8,107.8,108.7
"78",2018,10,31," PHO"," SAS",90,120," SAS",30,"Away",35,46,90,83,6,4,24,18,14,24,18,26,7,6,28,41,35,47,21,24,10,7,3,6,15,14,26,15,0.46,0.635,0.422,0.578,88.2,117.6,117.6,88.2
"79",2018,11,1," CHO"," OKC",107,111," OKC",4,"Away",38,41,93,96,11,8,41,37,20,21,22,29,11,14,40,35,51,49,26,20,7,12,3,9,17,10,26,21,0.521,0.51,0.468,0.469,103.3,107.2,107.2,103.3
"80",2018,11,1," CLE"," DEN",91,110," DEN",19,"Away",34,41,83,85,5,10,18,26,18,18,19,21,13,14,22,30,35,44,18,22,11,8,4,7,13,12,22,18,0.498,0.584,0.44,0.541,104.1,125.8,125.8,104.1
"81",2018,11,1," PHI"," LAC",122,113," PHI",9,"Home",44,38,93,86,13,9,27,23,21,28,28,33,10,8,33,34,43,42,29,19,7,6,7,7,14,18,30,28,0.579,0.562,0.543,0.494,114.3,105.9,105.9,114.3
"82",2018,11,1," ATL"," SAC",115,146," SAC",31,"Away",42,53,87,98,8,14,31,35,23,26,34,32,10,10,33,36,43,46,26,38,6,14,6,3,22,14,28,29,0.564,0.651,0.529,0.612,101.9,129.4,129.4,101.9
"83",2018,11,1," POR"," NOP",132,119," POR",13,"Home",44,40,87,94,18,8,35,29,26,31,31,37,8,14,38,30,46,44,26,23,4,7,4,3,14,12,30,24,0.656,0.54,0.609,0.468,126.3,113.9,113.9,126.3
"84",2018,11,2," BRK"," HOU",111,119," HOU",8,"Away",42,41,85,83,15,15,34,39,12,22,20,32,9,11,29,30,38,41,22,22,5,4,4,10,10,9,28,21,0.592,0.613,0.582,0.584,120.1,128.8,128.8,120.1
"85",2018,11,2," CHI"," IND",105,107," IND",2,"Away",42,40,89,85,13,7,31,26,8,20,9,22,11,9,32,33,43,42,33,21,2,8,7,9,14,11,20,13,0.565,0.565,0.545,0.512,111.5,113.7,113.7,111.5
"86",2018,11,2," DAL"," NYK",106,118," NYK",12,"Away",40,46,81,84,11,7,29,29,15,19,24,26,11,10,29,30,40,40,22,26,6,13,1,4,18,12,28,24,0.579,0.618,0.562,0.589,110,122.4,122.4,110
"87",2018,11,2," UTA"," MEM",100,110," MEM",10,"Away",36,38,77,75,14,13,36,26,14,21,25,34,10,9,29,30,39,39,21,23,3,9,5,3,14,11,25,29,0.568,0.611,0.558,0.593,111,122,122,111
"88",2018,11,2," PHO"," TOR",98,107," TOR",9,"Away",40,41,91,81,8,12,26,33,10,13,18,21,12,6,37,33,49,39,20,29,3,11,4,10,15,13,18,23,0.495,0.593,0.484,0.58,100.5,109.7,109.7,100.5
"89",2018,11,2," GSW"," MIN",116,99," GSW",17,"Home",43,38,88,101,13,13,34,45,17,10,22,14,12,8,49,31,61,39,31,25,3,8,9,4,16,5,16,16,0.594,0.462,0.563,0.441,115.1,98.3,98.3,115.1
"90",2018,11,3," PHI"," DET",109,99," PHI",10,"Home",28,33,69,83,9,5,29,30,44,28,51,41,3,7,42,37,45,44,21,16,11,8,3,3,17,17,31,32,0.596,0.49,0.471,0.428,102.9,93.5,93.5,102.9
"91",2018,11,3," ATL"," MIA",123,118," ATL",5,"Home",46,41,88,85,13,16,32,40,18,20,23,26,8,13,29,28,37,41,33,27,11,6,7,6,16,17,21,20,0.627,0.612,0.597,0.576,122.4,117.4,117.4,122.4
"92",2018,11,3," CHI"," HOU",88,96," HOU",8,"Away",28,35,71,83,6,13,23,42,26,13,27,20,4,10,33,35,37,45,15,21,13,13,4,5,19,18,18,22,0.531,0.523,0.437,0.5,91.1,99.4,99.4,91.1
"93",2018,11,3," DEN"," UTA",103,88," DEN",15,"Home",41,33,83,81,9,6,28,31,12,16,19,24,8,10,40,30,48,40,32,22,8,12,0,7,17,12,26,21,0.564,0.481,0.548,0.444,108.2,92.4,92.4,108.2
"94",2018,11,3," POR"," LAL",110,114," LAL",4,"Away",44,45,104,86,6,8,35,21,16,16,22,25,16,9,34,41,50,50,20,20,10,9,5,11,14,20,21,22,0.484,0.588,0.452,0.57,102,105.8,105.8,102
"95",2018,11,4," MIL"," SAC",144,109," MIL",35,"Home",46,42,95,95,22,14,56,36,30,11,33,22,10,8,46,36,56,44,30,24,6,6,7,4,12,15,20,26,0.657,0.521,0.6,0.516,131.4,99.5,99.5,131.4
"96",2018,11,4," WAS"," NYK",108,95," WAS",13,"Home",36,39,83,93,6,5,26,27,30,12,39,16,15,15,32,36,47,51,21,19,12,5,11,5,13,18,18,28,0.539,0.475,0.47,0.446,110.3,97.1,97.1,110.3
"97",2018,11,4," PHO"," MEM",102,100," PHO",2,"Home",33,36,64,76,14,7,32,23,22,21,26,29,5,9,32,21,37,30,25,19,7,13,3,3,24,13,27,21,0.676,0.563,0.625,0.52,111.3,109.2,109.2,111.3
"98",2018,11,4," POR"," MIN",111,81," POR",30,"Home",38,29,86,93,7,7,28,30,28,16,32,21,17,13,49,25,66,38,15,18,7,9,1,4,16,11,20,21,0.555,0.396,0.483,0.349,115.6,84.4,84.4,115.6
"99",2018,11,4," LAL"," TOR",107,121," TOR",14,"Away",39,49,85,98,6,10,24,35,23,13,29,14,6,13,32,36,38,49,25,32,6,9,4,4,16,12,18,24,0.547,0.581,0.494,0.551,103.9,117.5,117.5,103.9
"100",2018,11,5," IND"," HOU",94,98," HOU",4,"Away",33,34,75,76,8,15,28,47,20,15,30,16,7,5,32,34,39,39,17,23,8,9,3,6,15,16,15,24,0.533,0.59,0.493,0.546,100.7,105,105,100.7
"101",2018,11,5," ORL"," CLE",102,100," ORL",2,"Home",39,41,87,80,11,10,34,23,13,8,15,12,10,8,30,34,40,42,22,20,11,8,5,2,15,18,16,17,0.545,0.586,0.511,0.575,107.2,105.1,105.1,107.2
"102",2018,11,5," OKC"," NOP",122,116," OKC",6,"Home",45,41,93,84,10,9,27,29,22,25,31,30,9,11,32,34,41,45,26,27,15,8,3,5,12,20,23,26,0.572,0.597,0.538,0.542,115.7,110,110,115.7
"103",2018,11,5," GSW"," MEM",117,101," GSW",16,"Home",41,38,81,83,13,9,24,27,22,16,23,21,8,4,38,26,46,30,29,31,4,8,4,8,13,10,25,19,0.642,0.547,0.586,0.512,123.2,106.3,106.3,123.2
"104",2018,11,5," LAC"," MIN",120,109," LAC",11,"Home",43,40,88,85,14,5,31,21,20,24,22,30,13,8,30,30,43,38,30,20,5,9,4,8,12,11,27,23,0.614,0.555,0.568,0.5,124.9,113.5,113.5,124.9
"105",2018,11,6," CHO"," ATL",113,102," CHO",11,"Home",45,41,92,85,13,6,31,30,10,14,18,18,8,7,35,30,43,37,27,22,9,13,4,9,21,22,16,18,0.565,0.549,0.56,0.518,104.6,94.5,94.5,104.6
"106",2018,11,6," DAL"," WAS",119,100," DAL",19,"Home",39,37,82,87,15,11,34,35,26,15,27,20,10,5,40,27,50,32,25,27,4,8,6,6,17,10,22,24,0.634,0.522,0.567,0.489,121.2,101.8,101.8,121.2
"107",2018,11,6," PHO"," BRK",82,104," BRK",22,"Away",28,41,81,92,9,9,25,36,17,13,20,19,9,13,40,39,49,52,16,22,4,9,3,5,20,10,20,22,0.457,0.518,0.401,0.495,84.3,106.9,106.9,84.3
"108",2018,11,7," CLE"," OKC",86,95," OKC",9,"Away",33,35,89,84,9,7,31,27,11,18,13,26,12,7,39,37,51,44,17,10,3,13,4,9,19,12,26,23,0.454,0.498,0.421,0.458,87.3,96.5,96.5,87.3
"109",2018,11,7," ATL"," NYK",107,112," NYK",5,"Away",37,34,92,77,11,11,38,30,22,33,29,47,15,11,30,37,45,48,26,15,5,8,9,7,17,16,30,30,0.511,0.573,0.462,0.513,105.4,110.3,110.3,105.4
"110",2018,11,7," IND"," PHI",94,100," PHI",6,"Away",37,36,94,79,8,10,31,32,12,18,17,22,8,5,33,38,41,43,19,24,9,7,6,8,9,16,21,18,0.463,0.564,0.436,0.519,95.5,101.6,101.6,95.5
"111",2018,11,7," MEM"," DEN",89,87," MEM",2,"Home",30,32,70,82,8,8,21,32,21,15,25,19,8,13,28,28,36,41,19,19,7,9,7,3,17,16,22,22,0.549,0.481,0.486,0.439,101.1,98.8,98.8,101.1
"112",2018,11,7," NOP"," CHI",107,98," NOP",9,"Home",42,38,94,96,11,9,30,31,12,13,17,17,11,7,44,39,55,46,32,18,5,9,10,7,15,11,18,16,0.527,0.474,0.505,0.443,102.5,93.9,93.9,102.5
"113",2018,11,7," UTA"," DAL",117,102," UTA",15,"Home",43,29,89,73,13,8,37,24,18,36,26,40,8,12,27,37,35,49,31,14,12,3,10,4,11,24,32,27,0.582,0.563,0.556,0.452,116.9,101.9,101.9,116.9
