"","year","month","date","home","away","h_points","a_points","winner","winning_margin","win_status","h_fg","a_fg","h_fga","a_fga","h_3p","a_3p","h_3pa","a_3pa","h_ft","a_ft","h_fta","a_fta","h_orb","a_orb","h_drb","a_drb","h_trb","a_trb","h_ast","a_ast","h_stl","a_stl","h_blk","a_blk","h_tov","a_tov","h_pf","a_pf","h_tsp","a_tsp","h_efgp","a_efgp","h_ortg","a_ortg","h_drtg","a_drtg"
"53",2017,10,27," LAL"," TOR",92,101," TOR",9,"Away",36,40,79,93,3,7,23,29,17,14,24,20,9,9,40,31,49,40,20,27,7,12,6,4,21,12,22,24,0.514,0.496,0.475,0.468,91.2,100.1,100.1,91.2
"54",2017,10,28," CHI"," OKC",69,101," OKC",32,"Away",22,39,78,88,10,13,37,34,15,10,20,14,12,11,35,41,47,52,16,28,9,16,5,8,19,11,16,17,0.397,0.536,0.346,0.517,75.2,110.1,110.1,75.2
"55",2017,10,28," POR"," PHO",114,107," POR",7,"Home",40,37,91,87,11,9,26,26,23,24,28,30,12,12,41,34,53,46,27,21,8,12,7,7,14,17,26,23,0.552,0.534,0.5,0.477,110.8,104,104,110.8
"56",2017,10,29," IND"," SAS",97,94," IND",3,"Home",36,36,77,90,10,9,22,28,15,13,20,18,6,12,38,32,44,44,21,19,9,12,3,8,19,15,20,11,0.565,0.48,0.532,0.45,99.3,96.2,96.2,99.3
"57",2017,10,29," BRK"," DEN",111,124," DEN",13,"Away",39,47,96,94,12,11,31,20,21,19,31,22,17,4,39,42,56,46,24,23,5,7,4,7,15,6,18,22,0.506,0.598,0.469,0.559,105.7,118.1,118.1,105.7
"58",2017,10,29," CHO"," ORL",120,113," CHO",7,"Home",53,41,97,97,6,11,18,33,8,20,17,26,12,9,47,30,59,39,31,28,6,11,7,4,17,11,24,20,0.574,0.521,0.577,0.479,111.1,104.6,104.6,111.1
"59",2017,10,29," GSW"," DET",107,115," DET",8,"Away",44,43,77,93,10,12,27,27,9,17,12,17,10,17,30,20,40,37,29,22,3,16,11,0,25,13,14,9,0.65,0.572,0.636,0.527,113.5,122,122,113.5
"60",2017,10,30," BOS"," SAS",108,94," BOS",14,"Home",42,36,88,87,11,12,31,26,13,10,16,20,15,12,39,28,54,40,24,24,10,8,6,4,13,11,22,14,0.568,0.491,0.54,0.483,117.8,102.5,102.5,117.8
"61",2017,10,30," NYK"," DEN",116,110," NYK",6,"Home",41,35,82,85,13,18,32,41,21,22,23,31,11,13,38,23,49,36,27,20,8,13,10,5,22,13,27,22,0.63,0.558,0.579,0.518,118.5,112.4,112.4,118.5
"62",2017,10,30," HOU"," PHI",107,115," PHI",8,"Away",33,44,83,80,13,10,47,24,28,17,38,24,10,7,25,41,35,48,17,27,12,10,3,4,15,19,23,31,0.537,0.635,0.476,0.613,105.5,113.4,113.4,105.5
"63",2017,10,30," MEM"," CHO",99,104," CHO",5,"Away",32,37,93,89,8,7,35,17,27,23,33,29,11,10,37,46,48,56,17,15,7,3,8,7,7,11,22,22,0.46,0.511,0.387,0.455,98.8,103.8,103.8,98.8
"64",2017,10,30," UTA"," DAL",104,89," UTA",15,"Home",38,34,81,76,16,12,35,24,12,9,15,11,6,9,29,33,35,42,25,17,16,4,8,3,14,24,17,16,0.594,0.55,0.568,0.526,110.8,94.8,94.8,110.8
"65",2017,10,30," POR"," TOR",85,99," TOR",14,"Away",31,39,80,87,8,8,26,24,15,13,19,17,6,8,32,39,38,47,13,17,5,10,7,9,13,9,15,14,0.481,0.524,0.438,0.494,91.3,106.4,106.4,91.3
"66",2017,10,30," LAC"," GSW",113,141," GSW",28,"Away",39,52,86,89,10,14,25,29,25,23,30,30,9,14,26,32,35,46,21,37,4,8,3,8,12,12,20,23,0.57,0.69,0.512,0.663,114.1,142.3,142.3,114.1
"67",2017,10,31," IND"," SAC",101,83," IND",18,"Home",36,37,85,88,12,2,29,14,17,7,22,14,14,9,39,36,53,45,25,15,8,8,7,5,14,14,17,18,0.533,0.441,0.494,0.432,106,87.1,87.1,106
"68",2017,10,31," MIL"," OKC",91,110," OKC",19,"Away",32,40,77,81,9,12,31,28,18,18,22,21,4,9,27,37,31,46,24,24,8,6,4,3,14,15,22,20,0.525,0.609,0.474,0.568,96.5,116.7,116.7,96.5
"69",2017,11,1," CHO"," MIL",126,121," CHO",5,"Home",45,45,84,91,14,19,25,36,22,12,29,15,7,9,34,31,41,40,21,29,5,3,3,3,11,14,18,25,0.651,0.62,0.619,0.599,126.2,121.2,121.2,126.2
"70",2017,11,1," PHI"," ATL",119,109," PHI",10,"Home",46,41,99,94,13,8,35,23,14,19,25,27,15,12,38,37,53,49,36,22,10,11,4,4,16,18,26,28,0.541,0.515,0.53,0.479,109.3,100.1,100.1,109.3
"71",2017,11,1," WAS"," PHO",116,122," PHO",6,"Away",41,41,92,83,10,9,30,24,24,31,30,38,15,11,30,34,45,45,20,23,5,5,4,5,12,9,28,24,0.551,0.612,0.5,0.548,119.3,125.5,125.5,119.3
"72",2017,11,1," MEM"," ORL",99,101," ORL",2,"Away",39,38,82,75,10,13,30,29,11,12,16,14,5,6,26,32,31,38,21,25,12,6,3,8,13,24,16,22,0.556,0.622,0.537,0.593,102.9,105,105,102.9
"73",2017,11,1," NOP"," MIN",98,104," MIN",6,"Away",36,41,84,83,8,6,31,22,18,16,21,24,9,11,29,36,38,47,27,20,13,13,4,3,19,21,24,21,0.526,0.556,0.476,0.53,96.9,102.8,102.8,96.9
"74",2017,11,1," NYK"," HOU",97,119," HOU",22,"Away",39,42,90,88,8,19,26,52,11,16,13,21,6,9,36,37,42,46,23,21,8,6,1,4,19,14,18,20,0.507,0.612,0.478,0.585,93.7,114.9,114.9,93.7
"75",2017,11,2," SAS"," GSW",92,112," GSW",20,"Away",34,43,87,83,7,14,24,28,17,12,23,16,14,5,32,36,46,41,19,30,6,11,8,12,16,14,10,20,0.474,0.622,0.431,0.602,94.9,115.5,115.5,94.9
"76",2017,11,2," POR"," LAL",113,110," POR",3,"Home",40,43,86,79,9,4,22,18,24,20,27,27,10,2,31,30,41,32,22,16,7,8,4,8,12,11,21,20,0.577,0.605,0.517,0.57,115.9,112.8,112.8,115.9
"77",2017,11,3," PHI"," IND",121,110," PHI",11,"Home",46,45,92,97,18,8,36,28,11,12,14,19,12,8,38,32,50,40,34,25,7,6,9,6,18,11,20,18,0.616,0.522,0.598,0.505,116.3,105.7,105.7,116.3
"78",2017,11,3," WAS"," CLE",122,130," CLE",8,"Away",45,46,84,82,11,12,28,27,21,26,31,28,9,8,28,26,37,34,25,20,5,11,2,4,16,14,24,27,0.625,0.689,0.601,0.634,121.8,129.8,129.8,121.8
"79",2017,11,3," ATL"," HOU",104,119," HOU",15,"Away",39,42,81,89,11,16,33,47,15,19,18,23,5,9,36,35,41,44,16,28,8,14,8,4,18,12,16,16,0.585,0.6,0.549,0.562,103.6,118.6,118.6,103.6
"80",2017,11,3," NYK"," PHO",120,107," NYK",13,"Home",45,34,87,97,8,9,26,32,22,30,25,37,9,20,40,27,49,47,24,17,5,7,7,3,12,10,24,25,0.612,0.472,0.563,0.397,121.8,108.6,108.6,121.8
"81",2017,11,3," DAL"," NOP",94,99," NOP",5,"Away",34,36,88,89,9,7,34,29,17,20,22,26,9,9,38,44,47,53,19,23,4,9,7,4,15,12,24,22,0.481,0.493,0.438,0.444,92.8,97.8,97.8,92.8
"82",2017,11,3," SAS"," CHO",108,101," SAS",7,"Home",39,33,83,80,9,8,27,24,21,27,26,42,7,11,38,35,45,46,31,16,7,11,6,1,15,12,26,20,0.572,0.513,0.524,0.463,109.1,102,102,109.1
"83",2017,11,3," UTA"," TOR",100,109," TOR",9,"Away",35,38,80,71,8,11,23,30,22,22,24,28,10,5,23,34,33,39,11,20,9,9,5,4,13,16,25,27,0.552,0.654,0.488,0.613,109,118.8,118.8,109
"84",2017,11,3," OKC"," BOS",94,101," BOS",7,"Away",35,36,87,84,13,13,35,28,11,16,14,24,11,11,37,38,48,49,20,23,4,6,7,2,12,10,18,14,0.505,0.534,0.477,0.506,102.2,109.8,109.8,102.2
"85",2017,11,3," LAL"," BRK",124,112," LAL",12,"Home",48,37,94,91,9,9,21,38,19,29,27,38,7,8,50,35,57,43,26,23,10,8,7,5,16,16,29,22,0.586,0.52,0.559,0.456,109.3,98.8,98.8,109.3
"86",2017,11,4," LAC"," MEM",104,113," MEM",9,"Away",38,40,83,84,4,13,26,31,24,20,31,24,15,9,28,30,43,39,18,21,7,8,7,7,13,11,22,28,0.538,0.598,0.482,0.554,112.1,121.8,121.8,112.1
"87",2017,11,4," MIN"," DAL",112,99," MIN",13,"Home",43,40,79,87,10,10,24,27,16,9,20,12,10,7,38,24,48,31,33,18,7,7,9,2,18,15,20,19,0.638,0.536,0.608,0.517,116.3,102.8,102.8,116.3
"88",2017,11,5," CLE"," ATL",115,117," ATL",2,"Away",42,41,96,86,10,11,36,25,21,24,23,34,15,11,32,33,47,44,27,24,6,4,6,6,13,17,29,20,0.542,0.579,0.49,0.541,112.5,114.5,114.5,112.5
"89",2017,11,5," LAC"," MIA",101,104," MIA",3,"Away",34,37,87,84,9,14,31,36,24,16,30,19,18,10,32,27,50,37,16,23,11,12,4,6,15,16,22,26,0.504,0.563,0.443,0.524,108.1,111.3,111.3,108.1
"90",2017,11,5," TOR"," WAS",96,107," WAS",11,"Away",37,40,80,85,5,11,24,23,17,16,27,23,9,11,27,35,36,46,17,19,7,9,8,3,13,17,24,26,0.522,0.562,0.494,0.535,100.2,111.7,111.7,100.2
"91",2017,11,5," MIN"," CHO",112,94," MIN",18,"Home",38,37,83,89,10,9,24,28,26,11,30,21,12,10,42,30,54,40,20,24,4,8,4,3,16,11,19,24,0.582,0.478,0.518,0.466,114.9,96.4,96.4,114.9
"92",2017,11,5," POR"," OKC",103,99," POR",4,"Home",37,40,74,89,7,11,20,33,22,8,28,15,7,6,37,26,44,32,20,17,6,11,7,2,21,11,20,27,0.597,0.518,0.547,0.511,104.8,100.8,100.8,104.8
"93",2017,11,6," ATL"," BOS",107,110," BOS",3,"Away",39,39,81,81,13,14,26,36,16,18,20,22,5,7,31,35,36,42,24,28,8,3,4,3,14,13,22,21,0.596,0.607,0.562,0.568,111.5,114.6,114.6,111.5
"94",2017,11,6," PHO"," BRK",92,98," BRK",6,"Away",30,35,86,87,6,8,25,32,26,20,35,29,14,11,38,37,52,48,13,20,8,10,7,4,17,16,29,30,0.454,0.491,0.384,0.448,90.8,96.7,96.7,90.8
"95",2017,11,6," GSW"," MIA",97,80," GSW",17,"Home",32,30,87,83,11,8,32,26,22,12,24,17,13,7,38,37,51,44,20,19,12,10,10,6,14,20,21,20,0.497,0.442,0.431,0.41,98.8,81.5,81.5,98.8
"96",2017,11,7," CLE"," MIL",124,119," CLE",5,"Home",41,47,82,83,9,13,18,30,33,12,38,16,12,8,27,28,39,36,18,29,7,6,4,8,12,16,16,31,0.628,0.661,0.555,0.645,128.7,123.6,123.6,128.7
"97",2017,11,7," IND"," NOP",112,117," NOP",5,"Away",44,44,93,87,9,14,24,35,15,15,18,22,11,11,30,32,41,43,19,23,4,6,4,5,10,12,21,18,0.555,0.605,0.522,0.586,116.5,121.7,121.7,116.5
"98",2017,11,7," WAS"," DAL",99,113," DAL",14,"Away",32,43,75,91,10,11,25,30,25,16,32,20,3,11,36,42,39,53,21,26,5,6,5,8,15,11,19,23,0.556,0.566,0.493,0.533,100.1,114.3,114.3,100.1
"99",2017,11,7," TOR"," CHI",119,114," TOR",5,"Home",44,40,81,80,13,11,25,29,18,23,24,28,7,8,30,29,37,37,22,26,5,10,0,2,15,13,22,23,0.65,0.617,0.623,0.569,123.3,118.1,118.1,123.3
"100",2017,11,7," SAS"," LAC",120,107," SAS",13,"Home",45,42,84,82,15,11,28,30,15,12,19,17,11,10,28,29,39,39,33,20,13,6,3,4,13,17,21,19,0.65,0.598,0.625,0.579,127.9,114,114,127.9
"101",2017,11,7," DEN"," BRK",112,104," DEN",8,"Home",44,38,93,89,9,11,34,35,15,17,20,22,9,8,38,39,47,47,26,22,16,12,9,6,19,25,21,16,0.55,0.527,0.522,0.489,100.2,93.1,93.1,100.2
"102",2017,11,7," UTA"," PHI",97,104," PHI",7,"Away",30,34,99,81,9,12,39,27,28,24,35,30,14,8,31,48,45,56,15,23,14,5,6,6,12,22,23,34,0.424,0.552,0.348,0.494,91.1,97.6,97.6,91.1
"103",2017,11,7," POR"," MEM",97,98," MEM",1,"Away",36,35,81,73,6,7,19,19,19,21,20,25,10,5,32,29,42,34,11,18,9,8,1,10,16,14,18,21,0.54,0.583,0.481,0.527,105.3,106.4,106.4,105.3
"104",2017,11,8," BOS"," LAL",107,96," BOS",11,"Home",38,37,98,85,7,5,29,24,24,17,31,23,16,12,32,36,48,48,20,16,8,8,6,8,13,20,20,30,0.479,0.505,0.423,0.465,105,94.2,94.2,105
"105",2017,11,8," PHO"," MIA",115,126," MIA",11,"Away",40,43,88,81,12,12,29,30,23,28,30,35,6,11,28,42,34,53,20,21,4,5,2,4,11,14,29,25,0.568,0.654,0.523,0.605,113.8,124.7,124.7,113.8
"106",2017,11,9," WAS"," LAL",111,95," WAS",16,"Home",43,31,83,86,7,3,21,23,18,30,20,41,7,17,38,29,45,46,20,17,7,9,4,4,19,19,31,19,0.605,0.457,0.56,0.378,108.4,92.7,92.7,108.4
"107",2017,11,9," HOU"," CLE",117,113," HOU",4,"Home",36,45,77,81,16,12,46,27,29,11,36,14,17,4,28,22,45,26,21,24,11,9,5,1,22,18,27,30,0.63,0.648,0.571,0.63,120.6,116.5,116.5,120.6
"108",2017,11,9," SAC"," PHI",109,108," SAC",1,"Home",40,37,93,87,12,15,27,37,17,19,28,27,8,13,37,43,45,56,29,23,6,6,5,5,9,17,19,28,0.517,0.546,0.495,0.511,106.2,105.3,105.3,106.2
"109",2017,11,9," DEN"," OKC",102,94," DEN",8,"Home",38,38,82,90,9,11,27,30,17,7,22,14,14,18,31,26,45,44,27,16,7,15,7,7,18,16,15,23,0.556,0.489,0.518,0.483,111.2,102.5,102.5,111.2
"110",2017,11,10," DET"," ATL",111,104," DET",7,"Home",39,44,89,89,12,8,30,24,21,8,27,11,20,11,31,34,51,45,23,28,7,11,5,7,17,15,18,21,0.55,0.554,0.506,0.539,115.2,107.9,107.9,115.2
"111",2017,11,10," BOS"," CHO",90,87," BOS",3,"Home",30,31,84,80,9,6,31,22,21,19,25,33,9,7,40,40,49,47,15,20,6,5,5,7,13,14,26,21,0.474,0.46,0.411,0.425,91.9,88.9,88.9,91.9
"112",2017,11,10," OKC"," LAC",120,111," OKC",9,"Home",40,39,78,84,11,12,26,30,29,21,40,30,11,16,29,30,40,46,23,13,8,4,7,2,11,18,29,30,0.628,0.571,0.583,0.536,125.7,116.2,116.2,125.7
