"","year","month","date","home","away","h_points","a_points","winner","winning_margin","win_status","h_fg","a_fg","h_fga","a_fga","h_3p","a_3p","h_3pa","a_3pa","h_ft","a_ft","h_fta","a_fta","h_orb","a_orb","h_drb","a_drb","h_trb","a_trb","h_ast","a_ast","h_stl","a_stl","h_blk","a_blk","h_tov","a_tov","h_pf","a_pf","h_tsp","a_tsp","h_efgp","a_efgp","h_ortg","a_ortg","h_drtg","a_drtg"
"267",2017,12,20," GSW"," MEM",97,84," GSW",13,"Home",34,28,74,84,7,12,21,31,22,16,25,19,14,15,30,26,44,41,26,20,9,10,8,6,16,16,19,23,0.571,0.455,0.507,0.405,112.4,97.3,97.3,112.4
"268",2017,12,21," PHI"," TOR",109,114," TOR",5,"Away",45,35,86,85,9,12,29,35,10,32,14,35,13,19,27,26,40,45,27,18,14,14,6,6,23,21,27,19,0.591,0.568,0.576,0.482,110.2,115.2,115.2,110.2
"269",2017,12,21," PHO"," MEM",97,95," PHO",2,"Home",33,39,81,90,10,5,26,26,21,12,27,16,12,15,32,35,44,50,21,15,4,5,1,7,10,9,17,22,0.522,0.489,0.469,0.461,109.8,107.5,107.5,109.8
"270",2017,12,21," UTA"," SAS",100,89," UTA",11,"Home",34,34,74,78,12,10,26,21,20,11,24,16,5,5,36,33,41,38,18,14,7,7,4,3,12,14,18,21,0.591,0.523,0.541,0.5,109.5,97.5,97.5,109.5
"271",2017,12,22," ORL"," NOP",97,111," NOP",14,"Away",36,43,85,86,4,10,20,30,21,15,29,24,10,11,30,37,40,48,16,23,7,10,2,2,14,15,19,25,0.496,0.575,0.447,0.558,98.1,112.3,112.3,98.1
"272",2017,12,22," BRK"," WAS",119,84," BRK",35,"Home",44,34,88,93,14,5,41,20,17,11,21,15,13,7,47,28,60,35,29,22,4,7,4,1,14,7,17,18,0.612,0.422,0.58,0.392,123.1,86.9,86.9,123.1
"273",2017,12,22," HOU"," LAC",118,128," LAC",10,"Away",36,43,78,91,17,18,40,42,29,24,35,31,9,9,34,29,43,38,16,24,4,8,4,5,17,8,26,25,0.632,0.612,0.571,0.571,118.6,128.6,128.6,118.6
"274",2017,12,22," MIL"," CHO",109,104," MIL",5,"Home",41,39,87,88,8,12,29,26,19,14,23,17,6,9,37,34,43,43,27,21,7,4,5,7,7,9,16,18,0.561,0.545,0.517,0.511,115.1,109.8,109.8,115.1
"275",2017,12,22," OKC"," ATL",120,117," OKC",3,"Home",44,44,82,85,13,15,25,32,19,14,31,17,15,7,25,20,40,27,24,28,11,12,5,3,19,15,18,24,0.627,0.633,0.616,0.606,124.2,121.1,121.1,124.2
"276",2017,12,22," POR"," DEN",85,102," DEN",17,"Away",35,42,83,85,6,7,22,25,9,11,16,15,10,16,24,33,34,49,15,19,6,4,4,10,9,14,19,13,0.472,0.557,0.458,0.535,98.2,117.9,117.9,98.2
"277",2017,12,22," GSW"," LAL",113,106," GSW",7,"Home",42,40,85,94,7,11,24,29,22,15,27,22,10,15,32,31,42,46,24,22,9,11,13,5,15,15,17,23,0.583,0.511,0.535,0.484,113.6,106.6,106.6,113.6
"278",2017,12,23," TOR"," PHI",102,86," TOR",16,"Home",35,33,85,80,9,7,27,27,23,13,26,20,7,7,36,34,43,41,18,19,15,10,6,7,17,22,20,23,0.529,0.484,0.465,0.456,99.5,83.9,83.9,99.5
"279",2017,12,23," CHO"," MIL",111,106," CHO",5,"Home",36,42,74,87,9,8,21,26,30,14,40,17,9,7,34,28,43,35,22,25,2,4,7,2,16,9,20,32,0.606,0.561,0.547,0.529,116.4,111.2,111.2,116.4
"280",2017,12,23," WAS"," ORL",130,103," WAS",27,"Home",47,42,86,87,16,8,30,26,20,11,23,17,12,4,37,24,49,28,29,17,5,7,2,3,16,12,18,22,0.676,0.545,0.64,0.529,131.1,103.8,103.8,131.1
"281",2017,12,23," ATL"," DAL",112,107," ATL",5,"Home",42,43,75,85,10,9,24,33,18,12,22,15,6,7,32,23,38,30,29,31,5,8,2,3,15,10,19,17,0.661,0.584,0.627,0.559,121.5,116,116,121.5
"282",2017,12,23," BOS"," CHI",117,92," BOS",25,"Home",44,34,92,86,12,7,32,19,17,17,21,25,8,12,38,39,46,51,29,24,9,4,5,2,5,15,18,16,0.578,0.474,0.543,0.436,120.4,94.7,94.7,120.4
"283",2017,12,23," UTA"," OKC",89,103," OKC",14,"Away",33,39,72,88,6,12,26,29,17,13,20,16,6,15,31,30,37,45,16,18,3,9,2,5,12,7,13,16,0.551,0.542,0.5,0.511,105.1,121.6,121.6,105.1
"284",2017,12,23," GSW"," DEN",81,96," DEN",15,"Away",32,38,84,82,3,7,27,28,14,13,17,15,11,10,27,35,38,45,25,25,14,10,8,4,16,18,14,14,0.443,0.542,0.399,0.506,86.7,102.8,102.8,86.7
"285",2017,12,23," PHO"," MIN",106,115," MIN",9,"Away",40,42,86,84,11,6,32,16,15,25,24,29,9,13,27,34,36,47,24,18,5,6,4,6,13,14,22,21,0.549,0.594,0.529,0.536,109.7,119,119,109.7
"286",2017,12,23," LAL"," POR",92,95," POR",3,"Away",36,39,85,95,8,10,25,25,12,7,20,14,11,9,44,38,55,47,23,19,8,7,3,8,17,11,22,15,0.49,0.47,0.471,0.463,92.2,95.2,95.2,92.2
"287",2017,12,25," NYK"," PHI",98,105," PHI",7,"Away",38,35,94,82,4,10,15,28,18,25,28,30,18,12,27,36,45,48,18,21,7,7,5,7,10,15,21,22,0.461,0.551,0.426,0.488,103.8,111.3,111.3,103.8
"288",2017,12,25," GSW"," CLE",99,92," GSW",7,"Home",38,28,82,88,10,15,37,36,13,21,17,25,10,19,37,31,47,50,28,12,7,8,7,0,15,14,18,19,0.553,0.465,0.524,0.403,108.5,100.8,100.8,108.5
"289",2017,12,25," BOS"," WAS",103,111," WAS",8,"Away",39,43,81,93,14,6,29,26,11,19,17,28,8,14,37,33,45,47,20,26,2,6,4,4,16,8,23,17,0.582,0.527,0.568,0.495,107,115.3,115.3,107
"290",2017,12,25," OKC"," HOU",112,107," OKC",5,"Home",43,35,79,81,8,12,18,37,18,25,23,31,9,12,31,26,40,38,21,23,9,11,10,4,14,13,20,20,0.628,0.565,0.595,0.506,121.1,115.7,115.7,121.1
"291",2017,12,25," LAL"," MIN",104,121," MIN",17,"Away",40,49,92,84,10,11,30,32,14,12,20,14,13,7,24,35,37,42,21,30,10,9,1,4,12,15,16,13,0.516,0.671,0.489,0.649,107.7,125.3,125.3,107.7
"292",2017,12,26," DET"," IND",107,83," DET",24,"Home",41,34,82,77,12,6,34,21,13,9,16,13,10,5,36,21,46,26,26,18,5,6,1,3,10,12,17,19,0.601,0.502,0.573,0.481,123.8,96,96,123.8
"293",2017,12,26," MIA"," ORL",107,89," MIA",18,"Home",41,33,91,81,11,5,33,20,14,18,17,22,16,10,37,32,53,42,22,14,11,8,5,5,15,17,20,20,0.543,0.491,0.511,0.438,112.1,93.3,93.3,112.1
"294",2017,12,26," MIL"," CHI",106,115," CHI",9,"Away",39,45,83,103,10,10,31,28,18,15,24,25,4,15,37,32,41,47,23,26,2,11,8,3,17,6,21,19,0.566,0.504,0.53,0.485,103.2,111.9,111.9,103.2
"295",2017,12,26," DEN"," UTA",107,83," DEN",24,"Home",39,27,81,84,11,10,30,35,18,19,22,23,10,12,43,30,53,42,23,19,3,7,1,0,9,7,21,22,0.59,0.441,0.549,0.381,122.7,95.2,95.2,122.7
"296",2017,12,27," ATL"," WAS",113,99," ATL",14,"Home",41,35,94,81,11,9,37,24,20,20,29,26,16,9,37,31,53,40,28,24,7,6,7,5,11,13,21,24,0.529,0.535,0.495,0.488,117.7,103.1,103.1,117.7
"297",2017,12,27," CHI"," NYK",92,87," CHI",5,"Home",35,37,86,91,10,4,28,23,12,9,16,13,4,7,46,44,50,51,23,21,9,6,3,5,15,12,15,17,0.494,0.45,0.465,0.429,90.5,85.5,85.5,90.5
"298",2017,12,27," OKC"," TOR",124,107," OKC",17,"Home",46,36,87,85,9,11,25,38,23,24,33,26,15,7,37,27,52,34,25,24,9,9,7,4,12,11,26,29,0.611,0.555,0.58,0.488,127.4,110,110,127.4
"299",2017,12,27," SAC"," CLE",109,95," SAC",14,"Home",41,32,79,74,12,12,30,31,15,19,18,25,7,7,33,30,40,37,25,19,8,9,6,4,11,11,19,15,0.627,0.559,0.595,0.514,123.4,107.6,107.6,123.4
"300",2017,12,27," LAL"," MEM",99,109," MEM",10,"Away",35,35,93,71,8,5,28,21,21,34,33,39,22,5,27,32,49,37,14,20,5,3,4,9,11,10,26,20,0.46,0.618,0.419,0.528,108.5,119.5,119.5,108.5
"301",2017,12,28," ORL"," DET",102,89," ORL",13,"Home",37,35,82,87,11,9,26,23,17,10,17,14,9,9,39,32,48,41,22,20,10,5,3,4,18,15,17,17,0.57,0.478,0.518,0.454,105.5,92,92,105.5
"302",2017,12,28," MIL"," MIN",102,96," MIL",6,"Home",41,34,75,71,5,9,15,28,15,19,16,26,7,6,29,27,36,33,23,20,10,9,0,3,16,16,18,14,0.622,0.582,0.58,0.542,113,106.4,106.4,113
"303",2017,12,28," SAS"," NYK",119,107," SAS",12,"Home",41,41,80,90,9,5,20,14,28,20,39,22,10,12,33,32,43,44,28,31,2,6,4,8,9,9,18,26,0.612,0.537,0.569,0.483,126.3,113.5,113.5,126.3
"304",2017,12,29," WAS"," HOU",121,103," WAS",18,"Home",47,38,88,89,18,14,36,48,9,13,12,16,10,8,35,27,45,35,23,15,12,11,5,2,16,14,15,13,0.649,0.536,0.636,0.506,123.3,105,105,123.3
"305",2017,12,29," NOP"," DAL",120,128," DAL",8,"Away",42,46,85,83,8,22,31,39,28,14,32,18,4,5,27,38,31,43,28,27,8,5,6,4,8,15,19,23,0.606,0.704,0.541,0.687,119.7,127.7,127.7,119.7
"306",2017,12,29," OKC"," MIL",95,97," MIL",2,"Away",38,40,83,85,7,9,25,29,12,8,20,17,10,12,35,31,45,43,16,26,5,9,5,7,12,9,19,23,0.517,0.524,0.5,0.524,105.7,107.9,107.9,105.7
"307",2017,12,29," SAC"," PHO",101,111," PHO",10,"Away",37,41,80,85,8,13,23,30,19,16,23,24,8,16,29,31,37,47,23,26,6,5,2,5,9,10,23,19,0.56,0.581,0.513,0.559,114.4,125.7,125.7,114.4
"308",2017,12,29," GSW"," CHO",100,111," CHO",11,"Away",40,41,87,89,8,6,22,20,12,23,13,34,8,13,35,34,43,47,32,27,6,12,5,6,17,10,25,10,0.539,0.534,0.506,0.494,100.9,111.9,111.9,100.9
"309",2017,12,29," LAL"," LAC",106,121," LAC",15,"Away",46,42,94,86,3,9,19,32,11,28,16,34,11,15,24,34,35,49,25,23,7,7,3,6,12,13,22,21,0.525,0.599,0.505,0.541,109.1,124.5,124.5,109.1
"310",2017,12,30," NOP"," NYK",103,105," NYK",2,"Away",38,41,84,94,6,5,26,19,21,18,27,21,4,9,44,42,48,51,24,24,3,6,5,7,10,6,19,24,0.537,0.509,0.488,0.463,103.4,105.4,105.4,103.4
"311",2017,12,30," ORL"," MIA",111,117," MIA",6,"Away",44,45,81,88,12,12,27,24,11,15,15,18,9,11,28,29,37,40,31,24,2,6,9,2,12,8,20,17,0.634,0.61,0.617,0.58,123.4,130.1,130.1,123.4
"312",2017,12,30," ATL"," POR",104,89," ATL",15,"Home",40,36,89,85,14,7,30,25,10,10,15,13,13,15,32,31,45,46,29,19,12,9,3,8,13,20,16,18,0.544,0.491,0.528,0.465,111.8,95.7,95.7,111.8
"313",2017,12,30," GSW"," MEM",141,128," GSW",13,"Home",50,49,85,94,18,15,33,21,23,15,25,22,7,13,31,25,38,38,37,29,3,6,6,0,10,7,17,22,0.734,0.617,0.694,0.601,146.6,133.1,133.1,146.6
"314",2017,12,30," DEN"," PHI",102,107," PHI",5,"Away",35,45,87,93,7,8,32,24,25,9,34,10,10,7,38,34,48,41,18,34,10,6,9,3,13,13,12,25,0.5,0.549,0.443,0.527,100.5,105.4,105.4,100.5
"315",2017,12,31," WAS"," CHI",114,110," WAS",4,"Home",43,42,93,92,16,8,36,35,12,18,17,22,12,10,35,36,47,46,27,24,6,6,8,1,10,12,24,22,0.567,0.541,0.548,0.5,115.5,111.5,111.5,115.5
"316",2017,12,31," BOS"," BRK",108,105," BOS",3,"Home",39,39,79,95,14,11,33,36,16,16,25,19,8,11,42,34,50,45,21,25,7,5,8,4,17,9,22,19,0.6,0.508,0.582,0.468,109.6,106.6,106.6,109.6
"317",2017,12,31," SAC"," MEM",96,114," MEM",18,"Away",37,41,86,76,9,14,24,30,13,18,25,24,12,6,30,38,42,44,20,22,6,11,2,8,16,16,21,21,0.495,0.659,0.483,0.632,98.6,117.1,117.1,98.6
"318",2017,12,31," PHO"," PHI",110,123," PHI",13,"Away",37,43,88,77,10,10,27,24,26,27,34,34,12,11,23,33,35,44,18,24,9,11,4,7,16,21,29,32,0.534,0.669,0.477,0.623,108.4,121.3,121.3,108.4
"319",2018,1,1," BRK"," ORL",98,95," BRK",3,"Home",36,35,82,96,9,6,25,31,17,19,23,25,10,19,42,33,52,52,17,16,7,5,10,5,13,12,22,18,0.532,0.444,0.494,0.396,102.9,99.8,99.8,102.9
"320",2018,1,1," MIN"," LAL",114,96," MIN",18,"Home",40,34,81,76,7,8,20,26,27,20,30,29,7,9,34,28,41,37,26,18,14,12,5,4,17,24,24,25,0.605,0.541,0.537,0.5,112.1,94.4,94.4,112.1
"321",2018,1,2," PHO"," ATL",104,103," PHO",1,"Home",39,36,77,87,7,10,22,31,19,21,26,25,11,17,36,23,47,40,24,18,7,11,4,3,21,16,22,22,0.588,0.526,0.552,0.471,109,108,108,109
"322",2018,1,2," SAC"," CHO",111,131," CHO",20,"Away",45,51,87,89,7,15,17,32,14,14,18,18,16,5,31,25,47,30,22,25,1,7,2,3,15,3,19,14,0.585,0.676,0.557,0.657,119.9,141.5,141.5,119.9
"323",2018,1,2," LAC"," MEM",113,105," LAC",8,"Home",39,38,71,79,9,8,23,26,26,21,31,33,4,10,30,28,34,38,23,18,5,10,3,2,19,14,24,29,0.668,0.561,0.613,0.532,116.9,108.6,108.6,116.9
"324",2018,1,3," PHI"," SAS",112,106," PHI",6,"Home",36,39,80,87,7,8,22,25,33,20,43,23,13,12,32,31,45,43,23,15,10,4,5,4,13,15,21,25,0.566,0.546,0.494,0.494,115.8,109.6,109.6,115.8
"325",2018,1,3," WAS"," NYK",121,103," WAS",18,"Home",48,41,81,86,9,7,23,19,16,14,26,18,6,8,36,28,42,36,27,19,9,7,5,5,12,14,21,20,0.654,0.548,0.648,0.517,123.7,105.3,105.3,123.7
"326",2018,1,3," BRK"," MIN",98,97," BRK",1,"Home",37,36,72,80,14,1,30,11,10,24,11,30,4,7,34,25,38,32,22,10,3,9,3,4,19,8,23,12,0.638,0.52,0.611,0.456,107.6,106.5,106.5,107.6
"327",2018,1,3," MIA"," DET",111,104," MIA",7,"Home",43,41,84,86,17,9,34,24,8,13,11,16,7,5,34,30,41,35,29,21,6,4,3,2,12,9,16,14,0.625,0.559,0.613,0.529,118.5,111,111,118.5
"328",2018,1,3," CHI"," TOR",115,124," TOR",9,"Away",43,45,93,92,13,15,33,38,16,19,19,19,9,7,34,42,43,49,29,23,5,9,2,5,13,11,20,20,0.567,0.618,0.532,0.571,111.6,120.3,120.3,111.6
"329",2018,1,3," DAL"," GSW",122,125," GSW",3,"Away",43,48,90,91,19,13,43,32,17,16,22,19,7,7,33,39,40,46,29,36,6,8,2,7,12,14,17,21,0.612,0.629,0.583,0.599,117.5,120.4,120.4,117.5
"330",2018,1,3," DEN"," PHO",134,111," DEN",23,"Home",51,39,82,92,12,13,27,35,20,20,22,28,8,14,40,21,48,35,35,26,8,12,9,1,20,12,16,18,0.731,0.532,0.695,0.495,132.6,109.8,109.8,132.6
"331",2018,1,4," LAC"," OKC",117,127," OKC",10,"Away",45,51,100,95,9,15,30,34,18,10,23,14,15,11,30,35,45,46,29,23,5,4,2,6,10,13,15,23,0.531,0.628,0.495,0.616,115.5,125.4,125.4,115.5
"332",2018,1,5," MEM"," WAS",100,102," WAS",2,"Away",35,33,86,84,10,10,30,27,20,26,26,34,11,12,35,36,46,48,20,21,6,7,9,7,16,13,25,23,0.513,0.515,0.465,0.452,101.9,103.9,103.9,101.9
"333",2018,1,5," POR"," ATL",110,89," POR",21,"Home",43,30,80,83,13,8,30,26,11,21,14,25,6,11,38,28,44,39,30,14,11,7,5,5,15,16,20,16,0.638,0.473,0.619,0.41,115.9,93.7,93.7,115.9
"334",2018,1,6," LAC"," GSW",105,121," GSW",16,"Away",39,39,91,94,3,13,11,39,24,30,30,37,10,14,35,40,45,54,19,31,10,13,7,10,18,16,25,25,0.504,0.549,0.445,0.484,96.4,111.1,111.1,96.4
"335",2018,1,6," BRK"," BOS",85,87," BOS",2,"Away",30,37,91,98,6,5,31,18,19,8,22,15,12,12,43,32,55,44,11,12,2,8,11,13,16,4,14,17,0.422,0.416,0.363,0.403,88.7,90.7,90.7,88.7
"336",2018,1,6," IND"," CHI",125,86," IND",39,"Home",48,30,86,80,15,10,31,32,14,16,18,20,10,9,39,25,49,34,24,15,9,4,4,6,12,16,19,15,0.665,0.484,0.645,0.438,133.3,91.7,91.7,133.3
"337",2018,1,6," ORL"," CLE",127,131," CLE",4,"Away",49,47,98,94,14,15,37,34,15,22,22,31,14,14,32,31,46,45,29,25,5,11,2,2,19,17,28,26,0.59,0.609,0.571,0.58,116.7,120.4,120.4,116.7
"338",2018,1,6," WAS"," MIL",103,110," MIL",7,"Away",37,39,78,80,8,7,21,22,21,25,29,30,4,10,30,35,34,45,25,20,6,11,6,6,14,15,22,26,0.567,0.59,0.526,0.531,105.6,112.7,112.7,105.6
"339",2018,1,6," MIN"," NOP",116,98," MIN",18,"Home",44,33,90,78,9,6,18,29,19,26,21,28,13,7,34,31,47,38,26,20,10,5,5,6,9,15,20,19,0.584,0.543,0.539,0.462,122.9,103.8,103.8,122.9
"340",2018,1,6," SAC"," DEN",106,98," SAC",8,"Home",42,35,94,76,9,13,25,34,13,15,17,21,10,8,29,38,39,46,21,20,16,2,4,6,9,25,22,17,0.522,0.575,0.495,0.546,107,98.9,98.9,107
"341",2018,1,7," PHO"," OKC",114,100," PHO",14,"Home",39,40,88,86,17,8,39,27,19,12,23,21,12,8,31,34,43,42,24,23,6,7,6,7,7,11,19,17,0.581,0.525,0.54,0.512,122.7,107.6,107.6,122.7
"342",2018,1,7," LAL"," ATL",132,113," LAL",19,"Home",48,41,86,94,16,12,36,34,20,19,25,23,6,10,43,27,49,37,32,22,13,5,6,4,18,15,25,16,0.68,0.543,0.651,0.5,123.3,105.6,105.6,123.3
"343",2018,1,8," IND"," MIL",109,96," IND",13,"Home",44,34,79,74,7,7,22,27,14,21,20,27,8,5,32,29,40,34,30,18,9,11,5,4,16,17,23,24,0.621,0.559,0.601,0.507,114.2,100.6,100.6,114.2
"344",2018,1,8," CHI"," HOU",107,116," HOU",9,"Away",40,39,86,86,12,20,28,54,15,18,18,24,3,11,34,40,37,51,26,28,6,6,5,6,11,16,17,14,0.57,0.601,0.535,0.57,107,116,116,107
"345",2018,1,8," MIN"," CLE",127,99," MIN",28,"Home",52,37,100,84,10,13,31,38,13,12,17,16,15,8,41,29,56,37,30,26,6,0,2,4,5,13,17,15,0.591,0.544,0.57,0.518,134.1,104.5,104.5,134.1
"346",2018,1,8," NOP"," DET",112,109," NOP",3,"Home",46,41,82,93,6,8,22,27,14,19,21,22,9,12,32,27,41,39,31,22,7,5,9,4,16,12,18,18,0.614,0.531,0.598,0.484,114.6,111.6,111.6,114.6
"347",2018,1,8," SAC"," SAS",100,107," SAS",7,"Away",40,44,82,90,8,11,23,26,12,8,16,13,8,8,37,29,45,37,19,23,6,11,1,4,18,10,14,12,0.562,0.559,0.537,0.55,103.6,110.8,110.8,103.6
"348",2018,1,8," GSW"," DEN",124,114," GSW",10,"Home",48,47,85,95,13,8,30,19,15,12,21,16,10,13,33,26,43,39,33,30,7,8,10,3,16,11,15,16,0.658,0.559,0.641,0.537,126.3,116.2,116.2,126.3
"349",2018,1,9," DAL"," ORL",114,99," DAL",15,"Home",43,36,83,79,9,11,26,29,19,16,22,22,5,9,33,32,38,41,27,27,6,2,2,4,4,13,22,23,0.615,0.558,0.572,0.525,126,109.4,109.4,126
"350",2018,1,9," LAL"," SAC",99,86," LAL",13,"Home",37,30,77,87,12,8,35,21,13,18,21,27,9,10,46,33,55,43,30,15,12,15,4,4,25,16,23,19,0.574,0.435,0.558,0.391,97,84.3,84.3,97
"351",2018,1,10," IND"," MIA",106,114," MIA",8,"Away",43,43,87,81,1,13,18,30,19,15,29,21,12,6,33,31,45,37,13,25,7,6,3,6,14,15,23,25,0.531,0.632,0.5,0.611,107.3,115.4,115.4,107.3
"352",2018,1,10," HOU"," POR",121,112," HOU",9,"Home",45,40,100,83,12,9,38,26,19,23,25,32,17,6,32,34,49,40,25,21,7,5,5,6,13,12,30,26,0.545,0.577,0.51,0.536,118.7,109.8,109.8,118.7
"353",2018,1,10," MEM"," NOP",105,102," MEM",3,"Home",37,34,88,77,5,11,19,35,26,23,32,34,14,9,36,31,50,40,21,20,7,5,5,7,9,12,26,26,0.514,0.555,0.449,0.513,112.8,109.5,109.5,112.8
"354",2018,1,10," MIL"," ORL",110,103," MIL",7,"Home",45,39,82,90,4,8,19,29,16,17,25,18,11,8,36,26,47,34,20,26,4,6,9,4,14,8,21,21,0.591,0.526,0.573,0.478,116.1,108.7,108.7,116.1
"355",2018,1,10," MIN"," OKC",104,88," MIN",16,"Home",39,32,80,80,7,6,20,25,19,18,27,24,11,10,34,31,45,41,22,13,11,9,5,2,14,18,22,22,0.566,0.486,0.531,0.438,109.9,93,93,109.9
"356",2018,1,10," GSW"," LAC",106,125," LAC",19,"Away",38,46,79,94,8,11,23,24,22,22,26,28,4,11,29,35,33,46,26,24,9,9,6,3,16,14,21,19,0.586,0.588,0.532,0.548,102.9,121.4,121.4,102.9
"357",2018,1,11," TOR"," CLE",133,99," TOR",34,"Home",53,34,106,89,18,6,42,26,9,25,13,30,18,9,45,26,63,35,31,18,3,3,7,4,9,9,25,16,0.595,0.484,0.585,0.416,134.9,100.4,100.4,134.9
"358",2018,1,11," SAC"," LAC",115,121," LAC",6,"Away",42,43,85,84,8,13,26,31,23,22,28,30,10,8,34,31,44,39,23,28,9,9,3,5,15,17,25,19,0.591,0.622,0.541,0.589,112.4,118.3,118.3,112.4
"359",2018,1,12," CHO"," UTA",99,88," CHO",11,"Home",32,28,78,77,9,12,27,35,26,20,34,23,8,8,38,37,46,45,17,19,8,5,2,8,12,14,19,26,0.532,0.505,0.468,0.442,106.5,94.7,94.7,106.5
"360",2018,1,12," WAS"," ORL",125,119," WAS",6,"Home",54,41,95,80,4,12,16,29,13,25,19,31,14,12,27,28,41,40,26,32,9,7,6,3,11,15,22,21,0.605,0.635,0.589,0.588,129.2,123,123,129.2
"361",2018,1,12," ATL"," BRK",105,110," BRK",5,"Away",37,40,80,87,11,13,28,34,20,17,26,26,8,13,38,30,46,43,21,29,6,8,3,1,18,14,25,24,0.574,0.559,0.531,0.534,106.4,111.5,111.5,106.4
"362",2018,1,12," MIL"," GSW",94,108," GSW",14,"Away",36,44,85,79,11,5,28,15,11,15,12,18,8,10,25,33,33,43,21,28,9,7,6,3,12,11,20,13,0.521,0.621,0.488,0.589,105.6,121.3,121.3,105.6
"363",2018,1,12," NOP"," POR",119,113," NOP",6,"Home",45,45,82,101,7,12,19,42,22,11,23,14,9,14,34,25,43,39,26,24,7,13,6,6,18,11,16,22,0.646,0.527,0.591,0.505,119.7,113.7,113.7,119.7
"364",2018,1,12," DEN"," MEM",87,78," DEN",9,"Home",27,30,70,77,7,7,22,24,26,11,32,14,12,8,35,28,47,36,15,17,8,8,3,5,14,14,18,28,0.517,0.469,0.436,0.435,102.2,91.6,91.6,102.2
"365",2018,1,13," TOR"," GSW",125,127," GSW",2,"Away",45,47,93,81,8,9,25,24,27,24,32,28,14,3,30,27,44,30,22,28,3,4,2,3,10,6,23,20,0.584,0.68,0.527,0.636,129.4,131.5,131.5,129.4
"366",2018,1,13," SAS"," DEN",112,80," SAS",32,"Home",41,29,79,83,14,7,27,28,16,15,18,17,6,11,37,30,43,41,23,18,9,9,3,4,15,15,17,16,0.644,0.442,0.608,0.392,120.4,86,86,120.4
"367",2018,1,14," MIA"," MIL",97,79," MIA",18,"Home",35,25,76,79,11,4,29,28,16,25,20,27,3,8,46,32,49,40,23,9,8,8,8,1,13,15,18,23,0.572,0.435,0.533,0.342,102.4,83.4,83.4,102.4
"368",2018,1,14," PHO"," IND",97,120," IND",23,"Away",35,48,85,88,9,11,37,23,18,13,24,14,14,8,31,34,45,42,20,20,2,9,1,1,12,6,16,22,0.508,0.637,0.465,0.608,106.7,132,132,106.7
"369",2018,1,14," MIN"," POR",120,103," MIN",17,"Home",43,39,80,79,7,11,19,25,27,14,33,17,7,8,31,30,38,38,21,19,12,6,3,3,11,17,17,27,0.635,0.596,0.581,0.563,125.8,108,108,125.8
"370",2018,1,15," DET"," CHO",107,118," CHO",11,"Away",42,43,86,84,15,10,29,21,8,22,11,33,3,9,35,40,38,49,27,21,10,9,5,4,16,15,24,11,0.589,0.599,0.576,0.571,103.7,114.4,114.4,103.7
"371",2018,1,15," PHI"," TOR",117,111," PHI",6,"Home",40,38,81,95,6,9,25,32,31,26,38,30,10,12,38,32,48,44,22,20,8,8,9,1,21,15,28,31,0.599,0.513,0.531,0.447,109.3,103.7,103.7,109.3
"372",2018,1,15," WAS"," MIL",95,104," MIL",9,"Away",32,38,76,81,6,8,21,16,25,20,31,29,11,15,28,29,39,44,19,21,10,14,8,6,23,17,22,25,0.53,0.555,0.461,0.519,99,108.3,108.3,99
"373",2018,1,15," BRK"," NYK",104,119," NYK",15,"Away",32,42,87,82,11,9,32,16,29,26,36,37,11,8,34,43,45,51,16,27,5,5,3,10,11,9,23,24,0.506,0.605,0.431,0.567,105,120.2,120.2,105
"374",2018,1,15," MEM"," LAL",123,114," MEM",9,"Home",42,38,82,96,10,12,22,35,29,26,34,31,6,12,42,32,48,44,24,25,8,11,8,8,18,13,26,23,0.634,0.52,0.573,0.458,114.7,106.3,106.3,114.7
"375",2018,1,15," CLE"," GSW",108,118," GSW",10,"Away",43,41,94,85,7,12,28,32,15,24,22,30,12,13,31,35,43,48,26,33,9,8,5,6,15,16,22,23,0.521,0.601,0.495,0.553,106.4,116.3,116.3,106.4
"376",2018,1,15," OKC"," SAC",95,88," OKC",7,"Home",36,33,86,84,9,7,30,30,14,15,29,25,18,6,41,31,59,37,20,22,10,13,6,0,18,13,19,28,0.481,0.463,0.471,0.435,96.9,89.8,89.8,96.9
"377",2018,1,15," LAC"," HOU",113,102," LAC",11,"Home",44,38,79,94,10,13,25,44,15,13,20,16,4,13,37,24,41,37,30,21,6,9,10,4,18,12,17,21,0.644,0.505,0.62,0.473,115,103.8,103.8,115
"378",2018,1,16," POR"," PHO",118,111," POR",7,"Home",46,37,91,89,17,16,35,41,9,21,10,22,9,12,34,31,43,43,21,21,7,6,6,3,9,13,16,15,0.618,0.562,0.599,0.506,124.6,117.2,117.2,124.6
"379",2018,1,17," CHO"," WAS",133,109," CHO",24,"Home",48,40,98,82,15,13,31,23,22,16,26,23,13,7,36,33,49,40,27,31,10,3,5,7,9,16,18,23,0.608,0.592,0.566,0.567,131.6,107.8,107.8,131.6
"380",2018,1,17," BRK"," SAS",95,100," SAS",5,"Away",35,34,83,82,13,9,36,19,12,23,18,31,6,7,41,35,47,42,23,24,3,8,1,4,14,9,28,20,0.522,0.523,0.5,0.47,98.7,103.8,103.8,98.7
