"","year","month","date","home","away","h_points","a_points","winner","winning_margin","win_status","h_fg","a_fg","h_fga","a_fga","h_3p","a_3p","h_3pa","a_3pa","h_ft","a_ft","h_fta","a_fta","h_orb","a_orb","h_drb","a_drb","h_trb","a_trb","h_ast","a_ast","h_stl","a_stl","h_blk","a_blk","h_tov","a_tov","h_pf","a_pf","h_tsp","a_tsp","h_efgp","a_efgp","h_ortg","a_ortg","h_drtg","a_drtg"
"299",2016,12,30," WAS"," BRK",118,95," WAS",23,"Home",47,32,83,74,11,10,22,25,13,21,14,25,8,6,36,26,44,32,28,18,12,9,7,0,19,21,21,16,0.662,0.559,0.633,0.5,119.7,96.4,96.4,119.7
"300",2016,12,30," ATL"," DET",105,98," ATL",7,"Home",39,35,88,84,8,9,26,31,19,19,25,21,12,14,32,29,44,43,29,22,10,9,2,7,15,18,21,24,0.53,0.526,0.489,0.47,109.3,102,102,109.3
"301",2016,12,30," HOU"," LAC",140,116," HOU",24,"Home",45,45,81,96,14,13,40,33,36,13,43,16,9,11,36,27,45,38,29,22,12,8,5,4,13,15,17,25,0.701,0.563,0.642,0.536,135.8,112.5,112.5,135.8
"302",2016,12,30," SAS"," POR",110,94," SAS",16,"Home",39,35,78,77,11,6,22,20,21,18,25,21,11,2,37,23,48,25,22,19,7,10,5,3,16,11,18,23,0.618,0.545,0.571,0.494,119.2,101.8,101.8,119.2
"303",2016,12,30," DEN"," PHI",122,124," PHI",2,"Away",39,38,84,87,11,16,27,33,33,32,41,40,11,15,34,29,45,44,29,25,5,5,1,5,10,11,26,33,0.598,0.593,0.53,0.529,125.1,127.1,127.1,125.1
"304",2016,12,31," CHI"," MIL",96,116," MIL",20,"Away",33,43,83,76,10,9,27,15,20,21,28,27,14,8,23,34,37,42,23,29,9,7,5,8,11,12,21,19,0.504,0.66,0.458,0.625,107.1,129.4,129.4,107.1
"305",2016,12,31," CHO"," CLE",109,121," CLE",12,"Away",40,43,78,85,9,14,24,31,20,21,23,25,10,8,29,27,39,35,24,17,3,6,7,1,11,6,19,17,0.618,0.63,0.571,0.588,122.1,135.6,135.6,122.1
"306",2016,12,31," HOU"," NYK",129,122," HOU",7,"Home",42,47,92,105,21,10,55,32,24,18,29,25,10,13,36,35,46,48,30,21,3,7,2,3,13,7,20,20,0.616,0.526,0.571,0.495,122.7,116.1,116.1,122.7
"307",2016,12,31," OKC"," LAC",114,88," OKC",26,"Home",37,31,78,75,10,8,29,30,30,18,35,21,8,7,36,31,44,38,25,14,9,4,6,4,9,15,20,25,0.61,0.522,0.538,0.467,124.8,96.3,96.3,124.8
"308",2016,12,31," UTA"," PHO",91,86," UTA",5,"Home",35,36,73,87,8,7,20,17,13,7,20,10,6,9,40,32,46,41,17,9,3,6,4,2,15,9,16,21,0.556,0.47,0.534,0.454,101.4,95.8,95.8,101.4
"309",2017,1,1," IND"," ORL",117,104," IND",13,"Home",43,42,86,97,9,10,22,38,22,10,24,11,8,10,38,32,46,42,28,25,5,6,5,7,11,10,16,22,0.606,0.511,0.552,0.485,119.1,105.8,105.8,119.1
"310",2017,1,1," MIN"," POR",89,95," POR",6,"Away",35,36,87,73,7,6,23,22,12,17,18,28,13,4,34,37,47,41,21,13,11,10,5,8,16,14,25,19,0.469,0.557,0.443,0.534,93.8,100.1,100.1,93.8
"311",2017,1,1," LAL"," TOR",114,123," TOR",9,"Away",37,42,92,75,15,10,32,17,25,29,31,32,16,5,27,35,43,40,19,18,8,5,3,9,7,16,21,25,0.54,0.69,0.484,0.627,119.2,128.6,128.6,119.2
"312",2017,1,2," MIL"," OKC",98,94," MIL",4,"Home",38,36,79,78,7,9,19,27,15,13,24,19,7,8,32,32,39,40,21,20,4,7,4,5,10,10,17,20,0.547,0.544,0.525,0.519,110.5,106,106,110.5
"313",2017,1,2," BRK"," UTA",89,101," UTA",12,"Away",33,39,78,93,6,7,27,24,17,16,23,20,8,12,36,34,44,46,13,11,5,9,5,5,15,9,20,19,0.505,0.496,0.462,0.457,94.4,107.1,107.1,94.4
"314",2017,1,2," CHI"," CHO",118,111," CHI",7,"Home",42,41,90,83,7,9,23,19,27,20,29,22,15,7,30,27,45,34,23,24,10,7,9,3,10,14,17,19,0.574,0.599,0.506,0.548,123.8,116.5,116.5,123.8
"315",2017,1,2," HOU"," WAS",101,91," HOU",10,"Home",37,38,86,87,12,6,39,26,15,9,21,12,7,7,34,38,41,45,25,23,9,9,9,2,13,17,12,21,0.53,0.493,0.5,0.471,101.5,91.4,91.4,101.5
"316",2017,1,2," GSW"," DEN",127,119," GSW",8,"Home",50,48,95,101,11,9,25,35,16,14,21,18,12,16,31,32,43,48,33,33,7,10,2,2,13,14,14,21,0.609,0.546,0.584,0.52,123.2,115.4,115.4,123.2
"317",2017,1,2," LAC"," PHO",109,98," LAC",11,"Home",37,39,80,102,7,2,16,15,28,18,38,22,12,19,39,29,51,48,17,22,1,11,11,4,19,12,21,29,0.563,0.439,0.506,0.392,108.2,97.3,97.3,108.2
"318",2017,1,3," DET"," IND",116,121," IND",5,"Away",48,43,97,74,10,9,29,16,10,26,12,30,16,6,26,28,42,34,31,26,5,7,5,7,10,11,19,8,0.567,0.694,0.546,0.642,126.4,131.9,131.9,126.4
"319",2017,1,3," DAL"," WAS",113,105," DAL",8,"Home",37,41,78,92,17,11,32,30,22,12,24,14,2,5,40,33,42,38,20,27,4,6,3,7,12,9,21,19,0.638,0.535,0.583,0.505,114.4,106.3,106.3,114.4
"320",2017,1,3," PHO"," MIA",99,90," PHO",9,"Home",36,36,77,91,9,6,23,23,18,12,22,16,13,15,36,28,49,43,21,18,7,8,7,4,18,12,23,23,0.571,0.459,0.526,0.429,108.8,98.9,98.9,108.8
"321",2017,1,3," LAL"," MEM",116,102," LAL",14,"Home",42,30,82,77,17,10,33,31,15,32,28,35,9,5,34,34,43,39,34,18,5,6,2,1,9,10,23,16,0.615,0.552,0.616,0.455,123.5,108.6,108.6,123.5
"322",2017,1,4," CHO"," OKC",123,112," CHO",11,"Home",37,42,80,96,9,9,24,30,40,19,49,23,10,14,33,37,43,51,25,22,8,6,10,3,11,14,21,31,0.606,0.528,0.519,0.484,121.3,110.5,110.5,121.3
"323",2017,1,4," ORL"," ATL",92,111," ATL",19,"Away",37,44,86,81,9,10,28,19,9,13,10,18,10,3,30,36,40,39,19,27,9,12,6,3,17,12,17,12,0.509,0.624,0.483,0.605,95.7,115.5,115.5,95.7
"324",2017,1,4," CLE"," CHI",94,106," CHI",12,"Away",34,41,83,85,8,13,25,30,18,11,24,15,16,12,28,31,44,43,13,23,6,8,2,3,15,12,16,18,0.502,0.579,0.458,0.559,105.2,118.7,118.7,105.2
"325",2017,1,4," GSW"," POR",125,117," GSW",8,"Home",44,40,87,89,13,12,36,26,24,25,29,28,8,11,31,33,39,44,31,23,14,8,9,5,15,17,20,26,0.627,0.577,0.58,0.517,120.1,112.5,112.5,120.1
"326",2017,1,4," LAC"," MEM",115,106," LAC",9,"Home",37,38,73,88,9,11,23,28,32,19,45,25,8,12,37,31,45,43,23,30,5,6,5,5,13,9,23,31,0.62,0.535,0.568,0.494,121.1,111.6,111.6,121.1
"327",2017,1,4," SAC"," MIA",102,107," MIA",5,"Away",40,35,78,72,8,12,20,28,14,25,17,29,4,7,22,32,26,39,26,24,8,8,3,9,16,18,28,20,0.597,0.631,0.564,0.569,108.3,113.6,113.6,108.3
"328",2017,1,5," IND"," BRK",121,109," IND",12,"Home",48,41,93,90,10,17,22,38,15,10,19,13,7,8,37,37,44,45,23,22,7,5,9,8,6,13,12,17,0.597,0.569,0.57,0.55,122.3,110.2,110.2,122.3
"329",2017,1,5," DET"," CHO",115,114," DET",1,"Home",39,37,97,91,10,10,28,26,27,30,32,34,16,8,40,41,56,49,24,20,2,4,6,5,7,5,23,23,0.518,0.538,0.454,0.462,115.4,114.4,114.4,115.4
"330",2017,1,5," HOU"," OKC",118,116," HOU",2,"Home",41,41,86,91,15,12,39,30,21,22,30,27,9,16,34,38,43,54,27,15,6,6,3,9,9,9,20,21,0.595,0.564,0.564,0.516,123.3,121.2,121.2,123.3
"331",2017,1,5," DAL"," PHO",95,102," PHO",7,"Away",36,38,79,85,9,7,29,17,14,19,17,22,7,18,24,35,31,53,18,15,6,4,7,3,10,15,20,21,0.549,0.539,0.513,0.488,108.3,116.3,116.3,108.3
"332",2017,1,6," ORL"," HOU",93,100," HOU",7,"Away",38,39,91,86,8,15,23,49,9,7,13,12,19,12,30,33,49,45,18,26,8,12,2,1,15,15,14,15,0.481,0.548,0.462,0.541,102.2,109.9,109.9,102.2
"333",2017,1,6," WAS"," MIN",112,105," WAS",7,"Home",46,42,79,88,12,7,22,18,8,14,9,17,5,12,28,26,33,38,31,22,3,6,7,2,13,10,18,15,0.675,0.55,0.658,0.517,124.5,116.7,116.7,124.5
"334",2017,1,6," MIL"," NYK",111,116," NYK",5,"Away",39,41,78,83,12,13,22,23,21,21,28,27,6,11,29,29,35,40,24,29,9,5,11,6,14,14,19,21,0.614,0.611,0.577,0.572,115.9,121.2,121.2,115.9
"335",2017,1,6," LAL"," MIA",127,100," LAL",27,"Home",48,38,96,92,10,8,28,32,21,16,29,27,18,11,44,30,62,41,22,17,6,5,2,7,11,10,22,23,0.584,0.481,0.552,0.457,126.6,99.7,99.7,126.6
"336",2017,1,6," SAC"," LAC",98,106," LAC",8,"Away",36,39,87,84,9,13,30,31,17,15,22,21,12,8,38,37,50,45,23,28,4,6,3,5,6,8,18,13,0.507,0.568,0.466,0.542,108.6,117.5,117.5,108.6
"337",2017,1,7," IND"," NYK",123,109," IND",14,"Home",43,40,86,87,11,12,24,31,26,17,28,24,12,6,41,26,53,32,25,25,11,9,0,7,19,17,23,24,0.626,0.559,0.564,0.529,117.8,104.4,104.4,117.8
"338",2017,1,7," BOS"," NOP",117,108," BOS",9,"Home",40,40,93,85,18,10,36,31,19,18,21,23,15,9,32,33,47,42,26,22,6,7,5,7,10,11,22,20,0.572,0.568,0.527,0.529,124.3,114.7,114.7,124.3
"339",2017,1,7," MIN"," UTA",92,94," UTA",2,"Away",35,32,80,77,7,8,20,23,15,22,21,28,14,10,34,29,48,39,23,23,3,12,3,6,15,8,21,19,0.515,0.526,0.481,0.468,106.4,108.7,108.7,106.4
"340",2017,1,7," OKC"," DEN",121,106," OKC",15,"Home",43,40,89,99,12,9,36,24,23,17,29,24,6,15,43,38,49,53,23,18,8,7,11,4,10,12,20,23,0.595,0.484,0.551,0.449,116.3,101.8,101.8,116.3
"341",2017,1,7," DAL"," ATL",82,97," ATL",15,"Away",32,30,82,74,9,11,36,22,9,26,10,32,6,6,35,41,41,47,18,19,7,8,3,1,14,10,25,15,0.475,0.551,0.445,0.48,89.6,106,106,89.6
"342",2017,1,7," SAS"," CHO",102,85," SAS",17,"Home",36,30,89,75,13,4,34,21,17,21,20,25,9,8,34,40,43,48,29,18,9,5,8,4,7,15,21,14,0.521,0.494,0.478,0.427,110.6,92.2,92.2,110.6
"343",2017,1,8," BRK"," PHI",95,105," PHI",10,"Away",36,37,78,94,10,8,27,27,13,23,17,27,4,6,36,40,40,46,21,19,6,11,8,5,22,13,23,17,0.556,0.496,0.526,0.436,89.7,99.1,99.1,89.7
"344",2017,1,8," MIL"," WAS",101,107," WAS",6,"Away",37,41,80,84,9,10,23,32,18,15,20,18,5,13,27,36,32,49,25,23,14,10,3,4,16,19,20,22,0.569,0.582,0.519,0.548,104.3,110.5,110.5,104.3
"345",2017,1,8," LAC"," MIA",98,86," LAC",12,"Home",36,31,86,84,9,7,30,27,17,17,25,21,9,11,42,39,51,50,27,14,8,6,3,5,11,15,20,21,0.505,0.461,0.471,0.411,101.8,89.3,89.3,101.8
"346",2017,1,8," TOR"," HOU",122,129," HOU",7,"Away",42,46,78,89,11,11,25,38,27,26,30,31,4,10,35,29,39,39,19,27,7,9,3,6,17,15,25,22,0.669,0.628,0.609,0.579,117,123.7,123.7,117
"347",2017,1,8," SAC"," GSW",106,117," GSW",11,"Away",36,45,74,89,11,10,28,29,23,17,29,20,1,13,30,33,31,46,21,33,13,11,5,6,18,17,17,22,0.611,0.598,0.561,0.562,104.9,115.7,115.7,104.9
"348",2017,1,8," LAL"," ORL",111,95," LAL",16,"Home",42,34,87,90,8,7,32,26,19,20,24,29,6,18,41,36,47,54,23,24,8,5,5,3,13,18,21,20,0.569,0.462,0.529,0.417,108.8,93.1,93.1,108.8
"349",2017,1,9," NYK"," NOP",96,110," NOP",14,"Away",36,41,85,84,11,12,29,27,13,16,16,19,12,8,33,31,45,39,17,24,5,11,4,7,14,8,18,14,0.522,0.595,0.488,0.56,105.8,121.3,121.3,105.8
"350",2017,1,10," BRK"," ATL",97,117," ATL",20,"Away",35,44,87,92,10,7,29,23,17,22,23,38,14,15,34,38,48,53,22,25,5,11,4,12,17,12,24,17,0.499,0.538,0.46,0.516,96.2,116,116,96.2
"351",2017,1,10," TOR"," BOS",114,106," TOR",8,"Home",41,40,87,85,10,9,22,27,22,17,27,20,17,6,33,27,50,33,17,21,9,7,7,3,17,14,21,20,0.576,0.565,0.529,0.524,116.7,108.5,108.5,116.7
"352",2017,1,10," SAS"," MIL",107,109," MIL",2,"Away",42,44,88,84,12,10,30,19,11,11,14,13,13,11,28,27,41,38,22,32,5,8,7,6,14,12,10,18,0.568,0.607,0.545,0.583,118.4,120.6,120.6,118.4
"353",2017,1,10," UTA"," CLE",100,92," UTA",8,"Home",38,31,79,85,13,9,34,31,11,21,19,25,11,13,35,29,46,42,22,15,8,6,4,2,18,16,21,19,0.572,0.479,0.563,0.418,106.4,97.9,97.9,106.4
"354",2017,1,10," GSW"," MIA",107,95," GSW",12,"Home",39,38,86,90,11,6,27,30,18,13,22,17,5,6,43,40,48,46,28,25,6,6,7,4,11,11,16,22,0.559,0.487,0.517,0.456,106.4,94.4,94.4,106.4
"355",2017,1,10," LAL"," POR",87,108," POR",21,"Away",32,43,83,85,9,7,24,21,14,15,26,20,9,9,29,41,38,50,18,25,7,6,5,9,10,11,18,21,0.461,0.576,0.44,0.547,93.1,115.5,115.5,93.1
"356",2017,1,10," SAC"," DET",100,94," SAC",6,"Home",32,36,73,82,13,12,23,27,23,10,29,16,12,8,33,27,45,35,21,14,6,12,3,9,16,12,17,24,0.583,0.528,0.527,0.512,112.4,105.7,105.7,112.4
"357",2017,1,11," PHI"," NYK",98,97," PHI",1,"Home",37,42,95,86,7,4,28,22,17,9,21,10,18,8,29,32,47,40,27,20,7,7,1,8,14,13,12,22,0.47,0.537,0.426,0.512,104.3,103.3,103.3,104.3
"358",2017,1,11," BOS"," WAS",117,108," BOS",9,"Home",43,45,85,105,17,10,41,26,14,8,18,12,10,16,35,28,45,44,20,28,5,10,7,3,14,7,10,13,0.63,0.49,0.606,0.476,122.5,113.1,113.1,122.5
"359",2017,1,11," MIN"," HOU",119,105," MIN",14,"Home",44,36,81,87,8,15,23,42,23,18,25,22,9,7,40,25,49,32,31,23,8,7,9,4,17,15,19,23,0.647,0.543,0.593,0.5,118.9,104.9,104.9,118.9
"360",2017,1,11," POR"," CLE",102,86," POR",16,"Home",40,28,93,82,10,9,30,30,12,21,16,28,13,13,38,35,51,48,29,14,6,5,9,4,9,15,17,20,0.51,0.456,0.484,0.396,109.4,92.2,92.2,109.4
"361",2017,1,12," BRK"," NOP",95,104," NOP",9,"Away",40,38,97,90,9,11,42,32,6,17,11,25,7,9,43,41,50,50,22,16,10,12,6,4,16,16,20,16,0.466,0.515,0.459,0.483,88.4,96.8,96.8,88.4
"362",2017,1,12," SAS"," LAL",134,94," SAS",40,"Home",49,35,81,85,10,6,21,20,26,18,29,25,7,9,39,20,46,29,32,23,5,6,5,3,12,9,20,25,0.715,0.49,0.667,0.447,141.3,99.1,99.1,141.3
"363",2017,1,12," GSW"," DET",127,107," GSW",20,"Home",50,43,89,88,15,6,29,28,12,15,18,20,6,9,31,31,37,40,39,20,14,10,4,4,18,19,14,19,0.655,0.553,0.646,0.523,120,101.1,101.1,120
"364",2017,1,13," PHI"," CHO",102,93," PHI",9,"Home",36,28,76,85,14,6,38,23,16,31,20,32,10,16,28,25,38,41,26,11,12,12,9,2,20,19,27,19,0.601,0.469,0.566,0.365,109.4,99.8,99.8,109.4
"365",2017,1,13," ATL"," BOS",101,103," BOS",2,"Away",36,36,84,83,11,17,30,44,18,14,21,19,12,9,31,34,43,43,22,22,5,7,5,3,12,12,17,16,0.542,0.564,0.494,0.536,110.8,113,113,110.8
"366",2017,1,13," HOU"," MEM",105,110," MEM",5,"Away",33,41,82,76,10,10,41,27,29,18,36,27,10,8,21,37,31,45,19,25,9,8,2,3,12,22,20,29,0.537,0.626,0.463,0.605,107.3,112.4,112.4,107.3
"367",2017,1,13," MIL"," MIA",116,108," MIL",8,"Home",40,41,80,83,9,12,15,32,27,14,31,18,13,4,33,23,46,27,28,33,8,6,6,8,11,8,18,21,0.619,0.594,0.556,0.566,128,119.1,119.1,128
"368",2017,1,13," MIN"," OKC",96,86," MIN",10,"Home",39,33,86,85,5,3,18,20,13,17,14,21,9,16,33,31,42,47,21,19,11,10,6,2,15,18,22,21,0.521,0.456,0.483,0.406,101.8,91.2,91.2,101.8
"369",2017,1,13," POR"," ORL",109,115," ORL",6,"Away",39,41,97,83,10,10,34,18,21,23,25,26,12,9,31,36,43,45,19,21,6,5,9,5,9,15,20,19,0.505,0.609,0.454,0.554,109.7,115.7,115.7,109.7
"370",2017,1,13," SAC"," CLE",108,120," CLE",12,"Away",42,44,80,87,9,15,25,37,15,17,19,22,11,10,31,29,42,39,23,27,7,11,5,3,21,12,22,20,0.611,0.621,0.581,0.592,111.3,123.7,123.7,111.3
"371",2017,1,13," UTA"," DET",110,77," UTA",33,"Home",43,30,80,76,16,6,31,17,8,11,13,16,7,3,40,32,47,35,22,15,10,5,6,4,12,13,14,16,0.642,0.464,0.638,0.434,120.8,84.6,84.6,120.8
"372",2017,1,14," UTA"," ORL",114,107," UTA",7,"Home",41,38,83,82,7,12,26,34,25,19,36,27,9,7,35,33,44,40,28,23,6,10,2,2,13,14,20,28,0.577,0.57,0.536,0.537,114.2,107.1,107.1,114.2
"373",2017,1,15," TOR"," NYK",116,101," TOR",15,"Home",44,35,89,84,8,12,22,29,20,19,23,27,10,11,32,30,42,41,21,21,9,7,4,7,10,14,20,16,0.585,0.527,0.539,0.488,121.1,105.5,105.5,121.1
"374",2017,1,15," BRK"," HOU",112,137," HOU",25,"Away",41,46,93,92,15,21,44,44,15,24,19,32,9,13,29,39,38,52,29,30,9,9,5,3,16,13,25,21,0.552,0.646,0.522,0.614,107.3,131.3,131.3,107.3
"375",2017,1,15," SAC"," OKC",118,122," OKC",4,"Away",37,40,81,90,9,9,25,28,35,33,40,41,14,17,30,27,44,44,24,20,13,14,6,4,22,19,29,28,0.598,0.565,0.512,0.494,112.9,116.8,116.8,112.9
"376",2017,1,16," NYK"," ATL",107,108," ATL",1,"Away",42,40,85,87,8,12,26,32,15,16,23,23,15,8,38,28,53,36,21,26,8,11,3,3,18,10,22,15,0.562,0.556,0.541,0.529,110.5,111.6,111.6,110.5
"377",2017,1,16," WAS"," POR",120,101," WAS",19,"Home",42,37,86,88,13,8,23,26,23,19,25,25,12,14,39,31,51,45,26,22,10,6,5,5,12,15,18,20,0.619,0.51,0.564,0.466,124.1,104.4,104.4,124.1
"378",2017,1,16," MIL"," PHI",104,113," PHI",9,"Away",42,35,89,78,5,14,14,37,15,29,22,36,10,13,28,38,38,51,23,25,8,8,5,9,12,18,23,23,0.527,0.602,0.5,0.538,106.6,115.8,115.8,106.6
"379",2017,1,16," PHO"," UTA",101,106," UTA",5,"Away",40,41,81,89,5,8,22,23,16,16,17,24,6,14,33,32,39,46,13,22,4,4,5,6,9,8,21,16,0.571,0.532,0.525,0.506,111.5,117,117,111.5
"380",2017,1,16," LAC"," OKC",120,98," LAC",22,"Home",45,36,82,85,12,10,28,30,18,16,22,19,10,9,37,27,47,36,27,18,9,10,5,4,15,15,15,15,0.654,0.525,0.622,0.482,124.7,101.8,101.8,124.7
"381",2017,1,17," BRK"," TOR",109,119," TOR",10,"Away",40,48,89,92,7,10,26,19,22,13,24,16,11,10,30,34,41,44,20,18,7,8,6,6,13,9,19,19,0.547,0.601,0.489,0.576,112.1,122.4,122.4,112.1
"382",2017,1,17," MIA"," HOU",109,103," MIA",6,"Home",42,36,90,90,9,9,29,39,16,22,24,28,11,11,41,38,52,49,21,21,11,8,1,3,15,17,24,16,0.542,0.503,0.517,0.45,104.3,98.5,98.5,104.3
"383",2017,1,17," CHI"," DAL",98,99," DAL",1,"Away",37,37,82,78,6,11,14,28,18,14,22,18,11,6,32,30,43,36,23,27,6,5,3,2,13,12,22,21,0.534,0.576,0.488,0.545,108.2,109.3,109.3,108.2
"384",2017,1,17," SAS"," MIN",122,114," SAS",8,"Home",43,36,84,73,8,6,18,13,28,36,35,41,6,6,28,33,34,39,27,26,9,5,3,6,7,18,29,22,0.614,0.626,0.56,0.534,122.8,114.8,114.8,122.8
"385",2017,1,18," PHI"," TOR",94,89," PHI",5,"Home",31,34,69,86,8,6,24,24,24,15,32,23,5,12,41,31,46,43,20,17,5,10,7,2,22,9,21,24,0.566,0.463,0.507,0.43,99.1,93.8,93.8,99.1
"386",2017,1,18," WAS"," MEM",104,101," WAS",3,"Home",36,33,80,83,8,8,29,25,24,27,26,34,12,17,33,28,45,45,27,20,7,8,3,1,11,12,25,20,0.569,0.516,0.5,0.446,117.1,113.7,113.7,117.1
"387",2017,1,18," DET"," ATL",118,95," DET",23,"Home",45,30,91,78,10,6,25,25,18,29,28,37,18,8,42,24,60,32,27,22,6,1,0,4,12,12,29,21,0.571,0.504,0.549,0.423,124.4,100.2,100.2,124.4
"388",2017,1,18," GSW"," OKC",121,100," GSW",21,"Home",46,38,85,90,10,8,21,28,19,16,27,19,11,13,35,23,46,36,35,23,11,11,8,6,18,18,16,22,0.624,0.508,0.6,0.467,120.5,99.6,99.6,120.5
"389",2017,1,18," SAC"," IND",100,106," IND",6,"Away",35,39,72,75,9,7,21,21,21,21,27,25,10,8,26,24,36,32,28,22,9,11,5,3,21,14,22,21,0.596,0.616,0.549,0.567,109.8,116.4,116.4,109.8
"390",2017,1,19," CLE"," PHO",118,103," CLE",15,"Home",43,37,85,85,19,4,42,19,13,25,19,31,4,15,32,31,36,46,29,23,7,10,6,4,12,14,24,22,0.632,0.522,0.618,0.459,121.4,105.9,105.9,121.4
"391",2017,1,19," MIA"," DAL",99,95," MIA",4,"Home",35,37,73,82,9,14,20,36,20,7,29,11,6,5,34,28,40,33,16,17,4,4,1,3,13,9,15,20,0.577,0.547,0.541,0.537,110.2,105.8,105.8,110.2
"392",2017,1,19," NYK"," WAS",110,113," WAS",3,"Away",42,44,90,88,7,13,24,32,19,12,22,14,14,10,27,30,41,40,20,29,7,7,4,5,10,15,14,19,0.552,0.6,0.506,0.574,116.8,120,120,116.8
"393",2017,1,19," SAS"," DEN",118,104," SAS",14,"Home",44,37,86,91,9,10,22,31,21,20,25,26,6,11,37,32,43,43,28,27,12,5,5,7,7,15,19,19,0.608,0.508,0.564,0.462,118.6,104.5,104.5,118.6
"394",2017,1,19," LAC"," MIN",101,104," MIN",3,"Away",42,40,87,84,4,5,22,16,13,19,24,25,14,13,27,30,41,43,24,25,9,3,6,2,11,13,21,21,0.518,0.547,0.506,0.506,109.8,113.1,113.1,109.8
"395",2017,1,20," CHO"," TOR",113,78," CHO",35,"Home",40,29,80,86,12,7,25,30,21,13,25,14,11,8,40,25,51,33,24,10,9,7,4,5,14,12,13,20,0.621,0.423,0.575,0.378,122.6,84.6,84.6,122.6
"396",2017,1,20," PHI"," POR",93,92," PHI",1,"Home",36,33,92,89,12,6,29,19,9,20,16,28,13,12,40,34,53,46,25,16,6,8,8,6,19,13,21,20,0.47,0.454,0.457,0.404,92.9,91.9,91.9,92.9
"397",2017,1,20," ATL"," CHI",102,93," ATL",9,"Home",39,34,82,81,9,7,22,28,15,18,19,19,10,12,30,29,40,41,23,18,16,12,3,5,19,24,19,17,0.564,0.52,0.53,0.463,104.6,95.4,95.4,104.6
"398",2017,1,20," HOU"," GSW",108,125," GSW",17,"Away",43,47,96,89,7,15,35,38,15,16,18,21,13,8,28,33,41,41,26,30,8,8,3,7,14,14,17,18,0.52,0.636,0.484,0.612,106.6,123.4,123.4,106.6
"399",2017,1,20," MEM"," SAC",107,91," MEM",16,"Home",38,31,83,76,11,6,28,29,20,23,25,32,15,5,43,30,58,35,21,18,6,9,4,6,15,10,24,21,0.569,0.505,0.524,0.447,115.2,98,98,115.2
"400",2017,1,20," NOP"," BRK",114,143," BRK",29,"Away",43,48,105,83,11,15,34,30,17,32,23,35,18,9,29,43,47,52,21,24,8,5,8,6,9,16,24,20,0.495,0.727,0.462,0.669,109.7,137.7,137.7,109.7
"401",2017,1,20," LAL"," IND",108,95," LAL",13,"Home",41,34,87,80,14,9,33,23,12,18,15,25,16,8,35,29,51,37,27,24,15,17,3,6,23,20,20,12,0.577,0.522,0.552,0.481,108.4,95.3,95.3,108.4
"402",2017,1,21," DET"," WAS",113,112," DET",1,"Home",43,39,87,91,11,8,28,26,16,26,22,33,13,13,36,34,49,47,25,23,9,12,4,3,20,11,27,22,0.584,0.531,0.557,0.473,111.2,110.2,110.2,111.2
"403",2017,1,21," ATL"," PHI",110,93," ATL",17,"Home",45,33,91,78,7,12,20,29,13,15,23,18,11,7,36,32,47,39,24,27,8,8,5,6,13,22,18,19,0.544,0.541,0.533,0.5,110,93,93,110
"404",2017,1,21," CHO"," BRK",112,105," CHO",7,"Home",39,38,82,88,14,17,30,41,20,12,22,15,6,4,40,36,46,40,26,30,7,9,4,3,13,12,18,17,0.611,0.555,0.561,0.528,112.9,105.9,105.9,112.9
"405",2017,1,21," MEM"," HOU",95,119," HOU",24,"Away",33,41,89,80,9,16,34,42,20,21,28,25,14,6,27,40,41,46,19,27,10,11,4,6,12,12,17,25,0.469,0.654,0.421,0.613,99.4,124.6,124.6,99.4
"406",2017,1,21," CHI"," SAC",102,99," CHI",3,"Home",34,37,83,84,6,9,17,26,28,16,33,21,14,9,34,31,48,40,22,20,7,7,7,5,11,9,18,23,0.523,0.531,0.446,0.494,112.2,108.9,108.9,112.2
"407",2017,1,21," UTA"," IND",109,100," UTA",9,"Home",39,39,84,77,6,10,24,20,25,12,32,17,10,4,32,32,42,36,24,17,11,10,3,3,14,16,15,23,0.556,0.592,0.5,0.571,112,102.8,102.8,112
"408",2017,1,22," DAL"," LAL",122,73," DAL",49,"Home",43,28,87,73,17,3,39,21,19,14,19,17,13,5,36,27,49,32,27,11,9,3,4,4,10,17,15,20,0.64,0.454,0.592,0.404,135.4,81,81,135.4
"409",2017,1,22," TOR"," PHO",103,115," PHO",12,"Away",33,40,83,79,7,9,27,22,30,26,35,28,7,7,28,38,35,45,19,20,9,6,8,1,9,15,20,28,0.523,0.63,0.44,0.563,105.9,118.2,118.2,105.9
"410",2017,1,22," MIN"," DEN",111,108," MIN",3,"Home",45,42,85,82,6,7,15,24,15,17,21,21,8,12,28,29,36,41,29,26,11,6,8,7,14,17,24,19,0.589,0.592,0.565,0.555,115.2,112.1,112.1,115.2
"411",2017,1,23," CHO"," WAS",99,109," WAS",10,"Away",35,43,90,80,8,10,32,25,21,13,25,17,12,5,31,42,43,47,24,22,7,5,5,3,8,14,19,23,0.49,0.623,0.433,0.6,104.1,114.6,114.6,104.1
"412",2017,1,23," IND"," NYK",103,109," NYK",6,"Away",38,35,86,76,7,8,26,22,20,31,25,35,7,6,30,37,37,43,18,19,7,8,4,7,11,14,20,21,0.531,0.596,0.483,0.513,105.4,111.5,111.5,105.4
